"","cohort1 C1D01 log2fc","cohort1 C1D08 log2fc","cohort1 C1D15 log2fc","cohort1 C1D22 log2fc","cohort1 C2D01 log2fc","cohort1 C2D08 log2fc","cohort1 C2D15 log2fc","cohort1 C3D01 log2fc","cohort1 C4D01 log2fc","cohort1 FUW04 log2fc","cohort1 FUW12 log2fc","cohort1 C1D01 p.value","cohort1 C1D08 p.value","cohort1 C1D15 p.value","cohort1 C1D22 p.value","cohort1 C2D01 p.value","cohort1 C2D08 p.value","cohort1 C2D15 p.value","cohort1 C3D01 p.value","cohort1 C4D01 p.value","cohort1 FUW04 p.value","cohort1 FUW12 p.value","cohort1 C1D01 BH.FDR","cohort1 C1D08 BH.FDR","cohort1 C1D15 BH.FDR","cohort1 C1D22 BH.FDR","cohort1 C2D01 BH.FDR","cohort1 C2D08 BH.FDR","cohort1 C2D15 BH.FDR","cohort1 C3D01 BH.FDR","cohort1 C4D01 BH.FDR","cohort1 FUW04 BH.FDR","cohort1 FUW12 BH.FDR","cohort2 C1D08 log2fc","cohort2 C1D15 log2fc","cohort2 C1D22 log2fc","cohort2 C2D01 log2fc","cohort2 C2D08 log2fc","cohort2 C2D15 log2fc","cohort2 C3D01 log2fc","cohort2 C4D01 log2fc","cohort2 FUW04 log2fc","cohort2 FUW12 log2fc","cohort2 C1D08 p.value","cohort2 C1D15 p.value","cohort2 C1D22 p.value","cohort2 C2D01 p.value","cohort2 C2D08 p.value","cohort2 C2D15 p.value","cohort2 C3D01 p.value","cohort2 C4D01 p.value","cohort2 FUW04 p.value","cohort2 FUW12 p.value","cohort2 C1D08 BH.FDR","cohort2 C1D15 BH.FDR","cohort2 C1D22 BH.FDR","cohort2 C2D01 BH.FDR","cohort2 C2D08 BH.FDR","cohort2 C2D15 BH.FDR","cohort2 C3D01 BH.FDR","cohort2 C4D01 BH.FDR","cohort2 FUW04 BH.FDR","cohort2 FUW12 BH.FDR"
"GATA3",-0.332878993571441,-1.02796993109203,-0.223206440158015,0.182948859205694,-0.824375716142556,-1.04562451072443,0.169819721671481,0.195667691609088,0.160809926277431,0.0813804972402628,0.373376786467712,0.0384345979801018,0.00248865519781877,0.307773092251015,0.390739429021652,0.0322738065320208,0.00446187205489808,0.545237503852271,0.186595920146656,0.527608637456072,0.767527201964265,0.195702540263326,0.0782517354558907,0.00699973891704226,0.415750764234068,0.691311335389269,0.0774024343098465,0.0130397070373678,0.713896295197651,0.936246853326614,0.889489914668454,0.899421110376344,0.557357088474493,-0.142439801399583,0.438599673774613,0.181238159935703,0.0594199599157849,0.291719665680637,0.422596368540841,-0.035622407334822,-0.151038716362315,0.0172975568720291,0.00607558621330225,0.644015196905593,0.114025811926868,0.319887326313576,0.848520768655244,0.100189956542299,0.0960645928019807,0.847894365701255,0.438950769787754,0.95297155498561,0.971403274758277,0.909008981168493,0.53782174625506,0.835609065321038,0.992733734566358,0.871115186263522,0.728961031233773,0.999874676446854,0.999422392379728,0.97969811487952,0.984665975514014
"IL10RA",0.626819518448687,0.970954125855555,0.670447517461045,0.273348507863674,0.447729049116023,0.923864019924202,0.689815286857249,0.0266465390390115,-0.0176561337063805,0.0646895825306071,-0.010954363483156,3.46107521131711e-05,1.33114904901374e-06,0.000645499871274967,0.039012697682727,0.0141617807795798,4.51427424267824e-06,0.004116689352362,0.813521958008336,0.872966827370858,0.641034862102632,0.925226515152224,0.000515518044633022,4.70893976088612e-05,0.00684446275389099,0.395860970600958,0.0462260786906096,0.000232279929214171,0.0374214252638009,0.994567917304908,0.97455468302151,0.867861112464012,0.980195854207632,-0.344844448026631,0.00493824079230782,0.196269814885784,0.0156304779398493,-0.0807110053422182,0.110857348464006,0.064482380418989,0.172038494318863,-0.104195191963215,0.190545561928744,0.0180819315238232,0.967277477195144,0.0832847752989644,0.810002948652281,0.363464056447058,0.276298918973428,0.541915477336782,0.122299137741049,0.163580031458254,0.0374981342810977,0.829332058865982,0.986448742508922,0.827091246397003,0.985597039484581,0.948722476362504,0.801975323789539,0.976462085782201,0.999422392379728,0.855921200397625,0.445676156456789
"GZMA",-0.674409732307986,-0.658779263510711,-0.201371139905063,-0.101659299405311,-0.827970689746031,-0.33951779316316,-0.0581267472046613,-0.10776386850911,0.126059286712918,0.208045731089445,0.00374059541473858,0.000678077101346247,0.00278069381372954,0.221318958871462,0.722215650419465,6.01505043788293e-05,0.114206541392439,0.84125269866777,0.617506245903347,0.590697036556312,0.425809046889156,0.991120907381677,0.00383791639361976,0.00745911231550199,0.333390197019433,0.898194940995768,0.00374280157415218,0.169661161228662,0.904940402471601,0.961712447162925,0.908416438124529,0.828834241931346,0.995265732081032,-0.00222197235454917,-0.07712914981335,-0.467676649766203,-0.551707783985827,0.0336500166907422,-0.33520173923412,-0.848142001388844,-0.300822516415904,0.0263929632725868,-0.121074140891551,0.993488100611863,0.757752286435448,0.0132181604289656,0.0125481838833251,0.894991664490081,0.118911364928485,0.00856429044660274,0.32599199238858,0.940867854016225,0.652629736986702,0.997011108060841,0.934396065626283,0.827091246397003,0.985597039484581,0.980338618042941,0.731227671896052,0.861111860216659,0.999422392379728,0.975331877972863,0.863057082089891
"MAPK3",0.573619060826164,0.350954666621064,0.470513238641975,-0.0502599829296644,0.21821663776543,0.501738589673701,0.21184869036953,0.170201611519021,0.303625120544348,0.367492731540993,0.8967005144689,0.0671469274614065,0.0781174088690672,0.0365013596489654,0.877665748871563,0.32977750524023,0.10913538504367,0.428672076829805,0.659897823313133,0.266951761188128,0.332608577852567,0.0370284494881642,0.121811413279346,0.114397834121123,0.0868057544593044,0.962456839273068,0.444414447538025,0.164283584932758,0.602055571924738,0.961712447162925,0.795235246486739,0.747049424859336,0.298658119931902,-0.0473488452985075,0.197443961613576,0.0370487119001158,0.0530501645633658,0.0155322933457661,-0.171126424458535,-0.19120157037942,0.116709926518851,0.275532439199354,0.70368089324415,0.889474591985741,0.426280687122391,0.819846226746926,0.808748765572025,0.949847753746111,0.520132502882986,0.45559541076783,0.72294121123573,0.262954486182301,0.00418111122095476,0.995863139971032,0.778306028746042,0.956768998636619,0.985597039484581,0.989383091897665,0.889209240060453,0.976462085782201,0.999422392379728,0.86556571027551,0.367711989104922
"VEGFA",0.560820860454503,0.697015271512996,1.1889094554928,0.506851543689986,1.11463424564843,0.676452834118657,0.897340298530735,0.117993999558236,-0.235889326953624,-0.17501955286988,-0.0100000462988275,0.0883354639328357,0.0255599031900952,0.00756960727068044,0.0217411760843721,0.00680320627108326,0.0347788484973948,0.00364953290046391,0.739838538451056,0.294881189541443,0.443363845186538,0.978968743549838,0.149751160366957,0.044241300322917,0.0303857993986179,0.376384610481426,0.0305604345193105,0.0641199617248387,0.0368863503868317,0.978839984395796,0.798335783654638,0.833116287096921,0.995265732081032,-0.238244329659873,0.6646893987708,0.216890324282496,0.129816549595297,-0.0763734760115115,-0.0285978827317474,-0.0299092336209605,-0.0661162726757157,0.0953319899410864,0.293678458577014,0.574343886978897,0.018448475724435,0.328255793238618,0.567102953432568,0.732609044785058,0.901624540388461,0.865173182746728,0.807385290015201,0.780438622871259,0.153096397806107,0.885845518260847,0.373245874658575,0.848368853758255,0.985597039484581,0.973051192733901,0.982413103954417,0.999874676446854,0.999422392379728,0.953715103603339,0.587440037460382
"HLA-DPB1",1.91664485837702,2.62788331712952,1.05350435357702,0.191097290732626,1.34515900659372,2.54258773318389,0.745082192236975,-0.123968172731453,0.183587644060611,0.235309519051106,0.170041314690094,1.04908551255357e-06,2.95630522461157e-07,0.0323088469533614,0.550534528006467,0.00151526885229289,7.50602594183577e-07,0.00881701840704373,0.545153366749091,0.317434345409394,0.214111064705826,0.464320461476241,0.000118756480021064,3.01875839319468e-05,0.078689439483295,0.806846770804042,0.0126123848587908,0.000141613689435968,0.0522820054332418,0.961712447162925,0.812976649329035,0.621471090376911,0.78182425596799,-0.518489887469434,-0.0222240846285425,0.202064914998238,-0.127142038923013,-0.20799820937626,0.121719619164774,-0.142485133109352,0.0731926422581666,-0.106103893456306,0.221986096158695,0.17071766098123,0.913540453776222,0.197408688432999,0.377831255213466,0.157273525218565,0.406976597947846,0.439038874915223,0.534702967157985,0.649813708874075,0.240077171775222,0.829332058865982,0.969696649124639,0.835609065321038,0.985597039484581,0.872198138865918,0.840484054648286,0.976462085782201,0.999422392379728,0.951009965507351,0.664359860652414
"CD48",0.228878831727811,0.0663252919922925,-0.198389521250787,-0.232238457261919,-0.279643008571464,0.0613531505020372,-0.303846996905455,-0.216559977239096,-0.0902304338633717,0.07716112321567,0.03118174592669,0.0204963453630903,0.47568821807471,0.330869563883008,0.110909584991903,0.184230872118516,0.717531870290748,0.172758804463896,0.132621850364658,0.542180248340312,0.567309529681137,0.876650492716887,0.0486525178125861,0.541729439497557,0.441679653674016,0.482883270041671,0.289826547126424,0.766269884121818,0.332654883945861,0.936246853326614,0.889489914668454,0.856259183465396,0.961597245887128,-0.209740991671614,-0.292647859497497,-0.0494889373862738,-0.0788146722805061,-0.138301768763559,-0.0385543747909771,-0.155753048362017,0.0441073446933268,0.0166552548197747,0.150416378986408,0.226493873495981,0.23040676585693,0.699414370075727,0.637083411488423,0.363845532580563,0.756235192174848,0.303700245790022,0.705067692482594,0.927036874283498,0.408746979894974,0.829332058865982,0.655587764956678,0.944505771782568,0.985597039484581,0.948722476362504,0.968244741048395,0.976462085782201,0.999422392379728,0.96452733611114,0.76764715439974
"MIF",0.141301553376636,0.204819196358967,0.44140517021209,0.0145101552170596,-0.0723408049363228,0.19612591552004,0.041134267624267,-0.0842469818811959,-0.141961936482354,-0.00424935800963903,0.409244903363784,0.297693389759394,0.316413752641939,0.0837264479876953,0.935076917097693,0.629575094745823,0.536666187718223,0.853114915261144,0.667916062664098,0.20017778216939,0.980873217434824,0.0629068679091544,0.393519015626088,0.381042944670931,0.160641252749273,0.977776111404394,0.715541171940032,0.609945908129546,0.909777479593744,0.961712447162925,0.760345318906922,0.991133326868428,0.387013991701971,-0.136835542067559,0.163715837838822,-0.0233951433238758,-0.0431195754768906,-0.0281843777912469,-0.110048957541922,-0.0725668780142,-0.0887583430872285,0.0818187276879438,0.205823033067805,0.478799756666348,0.290101483805198,0.796488435256191,0.770979258402325,0.837045936580859,0.378020482841509,0.657709615347079,0.508636509550705,0.677206218637452,0.237199257513236,0.853667135406807,0.681508978137964,0.949852532327971,0.985597039484581,0.980338618042941,0.840484054648286,0.976462085782201,0.999422392379728,0.951009965507351,0.664359860652414
"CKLF",0.715537762406916,0.761519829275121,0.632446464756339,0.0355864672524591,0.538356406078941,0.808514952473351,0.139966799691773,0.0289709305773108,-0.215686910441544,-0.135168738368505,-0.0354372587247409,0.0452166048896171,0.00198343202869738,0.0781281271567995,0.924266082743602,0.0179581320744866,0.00269220445485114,0.708112794778603,0.951644915863938,0.537283554264906,0.725997569001537,0.909066963877008,0.0873228454177955,0.0057570386063729,0.15113448028418,0.975152144797123,0.0534963302850497,0.00896345718497496,0.830895590337924,0.999023509729966,0.889489914668454,0.889425593192359,0.969914388774128,-0.212540213307782,0.220350604109221,-0.0782292707588464,-0.260346946664197,0.0324470993459064,-0.0606204564178903,0.0476432895704532,0.0121524395065434,-0.174319914670841,-0.0356972864860944,0.504251193924986,0.552629483974323,0.73580361794384,0.322601968970504,0.908084955724049,0.843887647865392,0.844636581863297,0.950086969479391,0.599959383486256,0.90430883815686,0.853667135406807,0.843095115712848,0.945518334296455,0.985597039484581,0.980338618042941,0.979658841703424,0.999874676446854,0.999422392379728,0.950374129462043,0.967070544488417
"LRP1",1.14508100955306,1.19002477447457,0.769274721904904,0.200408000338061,0.878524189678725,1.01224703662536,0.604156190300381,-0.445362326213714,-0.361393373234367,-0.256912979906945,-0.152661796556753,1.19392139025415e-05,1.33034947223109e-05,0.00106599950858758,0.361661261307314,0.00106455800958986,0.000819418043770578,0.0309433128166621,0.0776579926298617,0.0760839449220753,0.234352923321172,0.38509865692492,0.000321790241373261,0.000167064692847213,0.00957707495016782,0.677815476489867,0.0110813841244107,0.00406833870854515,0.112268686245069,0.936246853326614,0.661874343575451,0.634659112917625,0.731428992682901,-0.790959935675367,0.0445044340262945,0.463953126300663,0.0583028684508787,-0.182438287626524,0.326426611715734,0.155799127416842,0.342903432284649,-0.165135416009556,0.320940591149629,0.0816217781321679,0.84677327060126,0.00670402044741593,0.741637070191938,0.414290838589945,0.0707415341549652,0.386980958615898,0.0749283818044862,0.566632025204419,0.00784955675613276,0.829332058865982,0.960294621558572,0.800508880213097,0.985597039484581,0.964187665358425,0.695522806803148,0.976462085782201,0.999422392379728,0.935025441007876,0.367711989104922
"CD274",0.171467657342089,-0.214631632745524,-0.437140814572966,0.586953677244419,-0.0253801775444452,0.00558443497103476,0.728265640541623,0.397855158433898,0.504559302351733,0.357195234718829,-0.171560238938069,0.696148851365414,0.679215153170111,0.16659483984169,0.10420588645181,0.950626836842323,0.986741314291068,0.118712929461406,0.350781846693903,0.241783757073431,0.274816834392087,0.621550101240165,0.762128142887475,0.725350522064685,0.269407655286848,0.482883270041671,0.965987055031876,0.988487759095123,0.261445595623175,0.959451781224681,0.78445723884069,0.691317014515205,0.845959482253223,-0.00464402792980061,0.446857014294499,0.500450061446232,-0.161120022148017,-0.0637032817009185,-0.440187352932364,-0.847885426005709,0.150797616116358,0.489638590000906,1.06759610873088,0.989964728552185,0.274788007837828,0.243113688527032,0.763850459752141,0.844697797615297,0.409579587777517,0.143160309847206,0.698352097718189,0.186983370153066,0.0859815749087155,0.997011108060841,0.681006310565548,0.835609065321038,0.985597039484581,0.980338618042941,0.840484054648286,0.97228035876662,0.999422392379728,0.857159173798042,0.512177538895592
"CCR2",1.51365086667798,1.38448233644968,0.830882596326545,0.346534833577523,0.633524065318324,1.11579893886516,0.433017667618097,-0.683054275513773,0.106433120648802,0.111166517700038,-0.198143665231477,8.13024139344134e-06,0.000290388247922609,0.0247518119202098,0.156803121946403,0.0442120605845233,0.00117587368509421,0.283182088899491,0.12387120730231,0.734804083742967,0.712437581542645,0.480491906001515,0.000287607289292987,0.00142640661645395,0.0656296503758685,0.493434037900418,0.0977212706624585,0.00538714591909257,0.475611460881638,0.936246853326614,0.968736319081343,0.889425593192359,0.795200054961572,-0.131149385276845,-0.347754752902483,0.279876092304871,-0.30479707180658,-0.381559796147103,0.24219923573948,-0.0110856210196471,0.207939032037577,-0.139417627687345,-0.10892904079376,0.57918716548042,0.33013571456648,0.0903163564656217,0.159321732201962,0.191971075813078,0.369540891291881,0.966953901980791,0.521361815269711,0.639413321076631,0.636674569399084,0.885845518260847,0.705120054508029,0.827091246397003,0.985597039484581,0.880215769603307,0.840484054648286,0.999874676446854,0.999422392379728,0.951009965507351,0.856655065974554
"ITGA2",0.43182694766786,-0.392682764634158,0.0873650943091458,0.370409218707383,0.141428212946369,-0.448840747789343,-0.250860186555665,0.207250938336878,-0.30455697593206,0.00538308041807264,-0.602600540196437,0.173951287379772,0.104481910310393,0.76512978103328,0.287875796560406,0.765265373525535,0.304364896565046,0.546143278834952,0.632269907044254,0.598516292087947,0.986764597346766,0.21002812272867,0.257066393360185,0.145657047378528,0.823314555256343,0.622618019841374,0.82660343781575,0.376136531562917,0.713896295197651,0.961712447162925,0.914772081182714,0.991133326868428,0.571518833963592,0.430679548681101,0.618205208940665,0.135691363784291,0.192688324485623,0.399112696091778,0.500124017544571,0.418666054108822,0.61522562861734,0.751683818501629,0.419391792779958,0.389017732673055,0.131457343125894,0.767189682954454,0.758406489949304,0.278849695767979,0.179981125856873,0.391851400766773,0.156215119000116,0.141371124565313,0.474262776008932,0.851663772031153,0.543101140213548,0.945518334296455,0.985597039484581,0.933345290290352,0.773568032233672,0.976462085782201,0.999422392379728,0.855921200397625,0.781279044512883
"PDGFC",0.902084106001051,0.839242631424746,1.08428047743764,0.935761027107365,0.150179566127355,0.71089740377601,-0.0120595890528342,-0.353096335574626,-0.144587380940777,0.0471981320278788,-0.175912954626277,0.0148112970227548,0.0268488439385762,0.0328022898349915,0.0104976745801818,0.702023808099606,0.0778826427849055,0.981303048112733,0.276905920923182,0.682966811350962,0.883761657726694,0.735559618038664,0.0374249737271394,0.0460498353613156,0.0790046640281073,0.32270438045582,0.77858798618074,0.123477803406881,0.990049064584326,0.959451781224681,0.954467198085542,0.949163374332655,0.901183528318257,0.0295872450245607,0.895151231836681,0.756443907836578,0.415927743745296,0.323533476117086,0.542073449465937,0.468509691965074,-0.00830601042512823,-0.291979549674731,0.364484889501456,0.966872360049399,0.0699281770010614,0.135363359114146,0.438665597852131,0.586967771683608,0.253316981188184,0.368814345912519,0.985499441481107,0.529872664608674,0.54129271307556,0.997011108060841,0.465639390383538,0.835609065321038,0.985597039484581,0.964187665358425,0.780638141015558,0.976462085782201,0.999422392379728,0.925504671078065,0.803121181776492
"FLT3",1.88247441224118,2.49939602828728,1.62731940453127,0.172740861136837,1.96035322976308,2.99907102833639,0.944376750986135,0.111933024012177,-0.252142670938392,-0.0349545398366278,-0.118439478564781,0.00151181284384544,0.00010642579235986,0.00837527765641507,0.627607092843522,0.00265819129823949,1.66619116541607e-05,0.0630006515616319,0.668417035161529,0.482477930773931,0.933275081979947,0.742294756618166,0.00684548855693216,0.000725746969586515,0.0324685421474721,0.870810097362547,0.018574521911155,0.000377225679850198,0.176526578138038,0.961712447162925,0.869676286791345,0.967460982418773,0.906182250850299,-0.192065732437702,-0.0712893904183387,-0.0855083129377541,-0.317581749035081,-0.546939828642957,-0.147306331753508,0.00747156140223729,0.205234606619968,0.189467485211306,0.496101354277422,0.532703509984423,0.806460037778785,0.777269052687321,0.355091750956771,0.166934252436058,0.707905897788669,0.980553090904744,0.615185239518781,0.555787944857397,0.255347065285939,0.873165785723496,0.9470049406282,0.945518334296455,0.985597039484581,0.874859137766748,0.954285039426762,0.999874676446854,0.999422392379728,0.925504671078065,0.678527882403013
"IRF5",0.83814822449795,1.02737944548416,0.657705199451513,0.759187853483173,0.85511111520226,0.855168929262413,0.801015294658021,-0.0353966103444528,-0.215014291768425,0.0312450340601001,0.0967787558073108,0.000950331007308838,0.00016745427638947,0.00203693920911927,0.00447885989527419,0.0011849152288348,5.98042630068594e-05,0.00879632410241275,0.906325039360492,0.266495517913367,0.867753511152367,0.592091949267046,0.00471831008891932,0.0010273532211094,0.0140598486873355,0.230604953050371,0.0110813841244107,0.000778821248066574,0.0522820054332418,0.994567917304908,0.795235246486739,0.94089748527249,0.842822457326775,-0.66114237618635,-0.103937637673029,0.166011947497107,0.0357769513320384,-0.24171362897634,0.0188868657108186,0.163526652628436,0.184134626444334,-0.17456961193372,0.38135686468238,0.11400961684298,0.560050528174287,0.293186766608879,0.887479841681756,0.183032346804327,0.904119309589613,0.448673977558164,0.345757026375265,0.428155182755955,0.0377958577913885,0.829332058865982,0.847563098787825,0.835609065321038,0.997247550709708,0.880215769603307,0.982413103954417,0.976462085782201,0.999422392379728,0.925504671078065,0.445676156456789
"ILF3",-0.0642087560892683,-0.00917161771602686,-0.102655109661759,-0.112688925832536,-0.133181411383187,0.0411079672035632,-0.00387081445024222,-0.0320722094786701,0.125789393732234,0.178041288006474,0.125484487511573,0.557198339441223,0.891554937755749,0.266138046233627,0.356675291022281,0.430012453503352,0.752362000169693,0.974337408686788,0.688206373771666,0.0554580559995262,0.0504887568720628,0.287748857746509,0.643620939028025,0.907590098506752,0.373781970640777,0.677443673552386,0.54327466223861,0.797447363475742,0.985785444723123,0.967739248108478,0.661874343575451,0.495891052988922,0.66772720735722,-0.130308516201064,-0.0647315705932766,0.00684880136060251,0.0198239927065858,0.0111684839521675,-0.0758819950524921,-0.024715703082998,0.0292303315305457,0.00990195770698983,0.180797761377511,0.416165071316211,0.647212828338278,0.925237246074406,0.824383251724226,0.882110989380793,0.386926493152174,0.76848003105691,0.772334469542915,0.865201170830077,0.057228087974662,0.851663772031153,0.900055186337753,0.976668746343485,0.986471290646748,0.980338618042941,0.840484054648286,0.993584872338611,0.999422392379728,0.954291506392401,0.490774208994829
"TRAF6",0.223815230647617,0.097837310937465,0.147935475868424,0.13541010965716,-0.0759616220098322,0.0900906116011152,0.232907873514265,-0.0366610320524893,0.0990649356664152,0.219328236349015,0.383800524409694,0.0151592053885124,0.132678989311907,0.211452981883141,0.204609875223904,0.687039608334751,0.57805819254427,0.187862908652851,0.777458903865463,0.415897113792555,0.101960157560484,0.00957096856165527,0.037797842510564,0.17880073321557,0.325223879744178,0.538178890223402,0.76850675556812,0.649168525754081,0.352087438071238,0.986546483441693,0.846754555419374,0.559439044710147,0.217851697711755,-0.174143927428592,-0.0649870605126512,-0.0580086957459681,-0.0481455446394656,-0.075654576192801,-0.0918222091376433,-0.162246437139605,-0.0207427756092676,0.123251997032679,0.165025266692101,0.133305464169927,0.566621198221911,0.42909654212332,0.517997144925242,0.451067840422606,0.285392825322186,0.102590714576074,0.875625198660448,0.333381923835731,0.03141903009898,0.829332058865982,0.848938480072526,0.855815409175294,0.985597039484581,0.964187665358425,0.807661695661787,0.97228035876662,0.999422392379728,0.91223034798254,0.444579275900566
"CCL4",0.0652013844443321,-0.279826579516159,0.759242875668429,0.571511985673786,0.408706029335937,0.457206473828483,2.00313950819268,0.807830064492475,0.637615161120348,0.847235585039553,0.332331390512221,0.903909031212416,0.441913919698742,0.0448191765183241,0.126652255179784,0.293328565627466,0.238718888021679,0.0441015885000045,0.246567644509452,0.294338058571533,0.134684220855638,0.529446150069209,0.925158248944354,0.508380647458309,0.101878128150086,0.483027266125135,0.403951260693785,0.312043627298545,0.137151093906607,0.959451781224681,0.798335783654638,0.563029154165884,0.812104392789085,-0.803985237128995,-0.321102450629634,-0.490519649559399,-0.276920625875434,-0.0529871294374713,-0.0924305270855966,-0.456308212597985,-0.637198692293738,0.30681327388804,0.98848713227609,0.220150544377978,0.36075796554352,0.227097064137974,0.564140993420805,0.901097529771754,0.819784124686207,0.474479424619248,0.32211885827402,0.632326110086652,0.354050436748011,0.829332058865982,0.724847329344763,0.835609065321038,0.985597039484581,0.980338618042941,0.976450618735228,0.976462085782201,0.999422392379728,0.951009965507351,0.756627577771079
"CCL3L1",0.421513340645691,0.523809955229236,0.875443874709682,0.608482781750661,0.712068353695069,0.804162668641389,2.10148039347498,0.784612002648213,0.756990276093531,1.11085765674135,0.624966177117052,0.339941508880663,0.23374214443683,0.28014015804432,0.163495686147614,0.0193030696332769,0.0461477721189242,0.0301718206014469,0.287702051880263,0.188523294329358,0.0832218600302216,0.201394094410993,0.438284496643406,0.292048683777585,0.390646169539337,0.49751913096532,0.0552411878327999,0.0813695919604708,0.110175809422058,0.959451781224681,0.746183109023892,0.545571798174759,0.559885395463066,-0.958292206924272,0.106147011376454,-0.349321752520252,-0.226052516498919,0.072229145195156,-0.0191637829784187,-0.496869824279324,-0.588941822621321,0.238450961198884,1.07935960294604,0.238222431276083,0.75452436964876,0.311207017140878,0.573790458916845,0.837102415287215,0.961017460154908,0.411848972856223,0.404081919912539,0.7041053020321,0.276160114121767,0.829332058865982,0.932447146771176,0.835609065321038,0.985597039484581,0.980338618042941,0.990823453540776,0.976462085782201,0.999422392379728,0.951009965507351,0.695183716926504
"HLA-DMA",1.55553155237446,1.99193841476036,0.982671701519335,0.25929719723624,1.14670017967595,2.09917880298006,0.675920862158462,-0.0959200606859025,0.0606119536165783,0.133423001764505,0.16715948466775,9.32555385064225e-08,1.44939802442579e-07,0.00432889066439195,0.0849041226591601,0.0115844233412749,1.64204700200119e-05,0.0270980381351749,0.472135855308121,0.730937315011378,0.342809990635842,0.40242240085325,2.63913173973176e-05,2.73453093941665e-05,0.0216827620889013,0.482883270041671,0.0427721539331785,0.000377225679850198,0.102654522450431,0.961712447162925,0.966613365178599,0.754349185266816,0.74924697000967,-0.438594199324028,-0.272549922352408,0.135787364301622,-0.0935824448912728,-0.326581252533567,0.0410272397124745,-0.174404508697992,0.125004702948654,-0.0621607881624894,0.214226493075519,0.164050619513136,0.285873752832364,0.148146679490108,0.47846154743853,0.0164612974737081,0.687518150897336,0.0652224810403217,0.443538217209057,0.747855748383731,0.1293540020163,0.829332058865982,0.681006310565548,0.835609065321038,0.985597039484581,0.830837061267061,0.954285039426762,0.97228035876662,0.999422392379728,0.951009965507351,0.567553218149038
"LILRA5",0.980682258015282,1.14403738186612,1.03139188678867,0.645807569672867,0.803769289469099,1.41185416780912,1.41115616851135,0.0886713281381486,0.0824636142066978,0.253446779046329,0.237431548682488,0.000247366772661308,8.29223809743398e-05,9.04592566182008e-05,0.0295914339357673,0.00109052806679791,1.56958907022428e-05,0.00261723176901879,0.726688853328463,0.766141697462607,0.495858251839686,0.347588705563815,0.001866794577684,0.000609533345863329,0.00285668609352277,0.380075593997623,0.0110813841244107,0.000377225679850198,0.0308615246096798,0.97684030327279,0.97024528758119,0.833116287096921,0.710027693234502,-1.24358563097794,-0.453689481145567,0.115351473640124,-0.339693230438564,-0.684873197886319,-0.0215375958656467,-0.0775724759008964,-0.0490493120642764,-0.135352639217414,0.451840045907259,0.0188151510927264,0.112449338522339,0.52823971251479,0.201302724609784,0.0171899960967974,0.930473063765238,0.820190004530819,0.889041979570609,0.541372674198837,0.239866399575873,0.829332058865982,0.534843072299531,0.923090332345339,0.985597039484581,0.830837061267061,0.982695319919311,0.999874676446854,0.999422392379728,0.925504671078065,0.664359860652414
"LAG3",-0.593574338606926,-0.450715823225385,0.0450741105105129,-0.366108178861923,-0.671566284217757,-0.401072415469991,-0.163524450302411,-0.0701550606009223,-0.231766660799016,-0.379580797518379,0.148648697821897,0.0397781358333076,0.164680399799157,0.870642356619908,0.237899433082504,0.0097917891343239,0.181410683700983,0.607202977528515,0.84673166041109,0.275517594616416,0.0397185593693349,0.228958901982229,0.0800313082097703,0.214767526005352,0.902534018034557,0.575733059322424,0.0379599496577214,0.24982590504807,0.763726411735866,0.994567917304908,0.798335783654638,0.480031639439955,0.608407223107707,-0.285086157602121,-0.277423289751615,-0.179033045185685,-0.0176321599888213,0.00320802985293033,-0.196118474267987,-0.0618113847851108,-0.0713322117657975,0.278467036298194,-0.0991894553240953,0.0670654073646609,0.285419898254556,0.41892909955689,0.926963171075668,0.989879153877446,0.29547715210836,0.741712277917875,0.802801829332561,0.463479399166415,0.697213322679584,0.829332058865982,0.681006310565548,0.855815409175294,0.997247550709708,0.995321216373518,0.814531529057883,0.98919956366922,0.999422392379728,0.925504671078065,0.887846898204217
"TAB1",-0.344103317201176,-0.900386332307008,-0.36973848059447,-0.229241943460446,-0.473293620856864,-0.771841970386255,-0.476374198974007,-0.244548765072292,-0.28281813980736,-0.166543423163694,-0.27150944800678,0.00238952232692331,1.00983496379923e-06,0.0521414627447071,0.166338710653608,0.00139895024288883,0.0012013113519647,0.0641127764203693,0.155315054263086,0.0316161128014366,0.35469349271779,0.11181045613379,0.00945782962964053,4.70893976088612e-05,0.113073057139863,0.497821240024632,0.0123719662105481,0.00538714591909257,0.177881526734946,0.936246853326614,0.644369707505754,0.760051350569297,0.452033701226607,-0.102111238156322,-0.247827609422473,-0.278264837191318,-0.267908737994774,0.0543462100177949,-0.265321460887802,-0.0490880050262185,-0.0915349786010191,-0.128735548919231,-0.171464707868853,0.643243324286427,0.0778928158552439,0.170870527385377,0.140589089619521,0.753068770851217,0.129645955445936,0.775847017548472,0.661946150465124,0.4788736597493,0.358203399296999,0.909008981168493,0.495363300832225,0.835609065321038,0.985597039484581,0.976634422014046,0.737173980944166,0.993584872338611,0.999422392379728,0.925504671078065,0.756906731024548
