"","C1D01 log2fc","C1D08 log2fc","C1D15 log2fc","C1D22 log2fc","C2D01 log2fc","C2D08 log2fc","C2D15 log2fc","C3D01 log2fc","C4D01 log2fc","FUW04 log2fc","FUW12 log2fc","C1D01 p.value","C1D08 p.value","C1D15 p.value","C1D22 p.value","C2D01 p.value","C2D08 p.value","C2D15 p.value","C3D01 p.value","C4D01 p.value","FUW04 p.value","FUW12 p.value","C1D01 BH.FDR","C1D08 BH.FDR","C1D15 BH.FDR","C1D22 BH.FDR","C2D01 BH.FDR","C2D08 BH.FDR","C2D15 BH.FDR","C3D01 BH.FDR","C4D01 BH.FDR","FUW04 BH.FDR","FUW12 BH.FDR"
"PRKCE",0.382369533468471,0.108682352871521,-0.302458460546354,0.278719575394843,-0.166236588041186,-0.186392891344938,0.0157434626111592,0.180479432981952,0.259525707626622,0.636306898703736,0.51274122972855,0.116602527552831,0.714001522965824,0.261405662154445,0.359219205739259,0.612660099429047,0.484823714546697,0.969825989225042,0.610820685712084,0.248035695971753,0.0323299461513534,0.087304389996606,0.186960426614454,0.752560264429528,0.370816052078736,0.677726901494735,0.706243617671774,0.557744354539493,0.984539756973028,0.961712447162925,0.78445723884069,0.480031639439955,0.429505534913882
"MICB",-0.170782285070245,-0.15622378247403,-0.0189500934650668,0.190168534257712,-0.183211813249739,-0.415761148535567,-0.11683834247641,0.0688703671502379,0.111112790995664,-0.0108089423777204,0.0256610162577419,0.308820492329457,0.362189052758454,0.912913626605745,0.211547421268938,0.322716195604677,0.0797724675999889,0.590415287941603,0.71892563731795,0.38786557326708,0.95104320829921,0.859894700408207,0.403728449863315,0.429767303692421,0.932722570454172,0.541489065004503,0.436979346201548,0.126120716931826,0.751364530400902,0.971150144921145,0.828422318751574,0.980492633692811,0.950586719591885
"IL22RA1",0.363377946682713,0.0959077794124181,0.403870623470643,0.232368407085276,0.380826326266024,0.0793149472497777,0.224965481575835,0.766190875543683,0.156808237935044,1.1065144361834,0.038370006370523,0.246100881854172,0.807600289483523,0.148548135609076,0.614528236399046,0.464826039568854,0.895005890913997,0.650476405433787,0.153155809690005,0.795847861044247,0.0248063842098712,0.957519675242529,0.340214047362312,0.835652219099953,0.246857270594887,0.867388982049526,0.574435673353649,0.916045812400221,0.796903994535765,0.936246853326614,0.97024528758119,0.480031639439955,0.987169646971351
"KLRB1",-0.885145188102966,-1.21505317201083,-0.720178584545439,-0.231048829982181,-0.754375126009325,-1.12338309169324,-0.429297054593109,0.0516077121204777,-0.0484619206197443,0.0122042559519911,-0.00993015507823644,2.64299564773065e-06,1.08025598168221e-05,0.00162860391456516,0.167566917399868,0.000138011309939589,0.00029848613170431,0.0214572102565695,0.602403902221011,0.664657799345194,0.891483445491572,0.948808971152944,0.00022894586900302,0.000160901285692666,0.0128026363283872,0.497821240024632,0.00398721838791171,0.00216593782749538,0.089961340779395,0.961712447162925,0.954185354937706,0.955509696571534,0.983563878521184
"NFATC2",-0.775154713554843,-1.15470384332222,-0.852255390948018,-0.288580558857921,-0.601388902321865,-0.963875509005717,-0.445421067872846,0.0873904990424163,-0.0800935105264195,-0.167109991173983,-0.489332476987132,0.0016453445103602,4.52296324703388e-06,0.00337555329841899,0.158412723397866,0.00523895060086813,3.89736220570964e-05,0.00818302590412809,0.545102728213332,0.599612088549093,0.12326547506306,0.074491632767721,0.00705767469561006,9.48147110304138e-05,0.0189164669990609,0.493434037900418,0.026670325970956,0.000612751946786572,0.050896622656445,0.961712447162925,0.914772081182714,0.56138943621495,0.413355530848334
"CD200",-0.289346234523722,-0.515729444268463,-0.381077734753981,0.00606280125011273,-0.512168244223547,-0.753686005442075,0.171747333046415,0.0670009937451764,0.269822327786898,0.0815595588480163,-0.198698543802122,0.133939059702459,0.0265134754184924,0.0223707522196663,0.971151915763538,0.0288167473121399,0.00217715998637134,0.179984839772041,0.683547950413447,0.0624838634053821,0.64287425290222,0.387591124681366,0.209110619221889,0.0456128482883486,0.061168336987107,0.990399971751644,0.0718514492452476,0.00770170345178862,0.340707087996573,0.967654871237647,0.661874343575451,0.867861112464012,0.733700924982117
"LAMP2",0.522176387319163,0.592124935686758,0.417174873844405,0.202536860706362,0.386465557953001,0.708936129409793,0.387716625988169,0.114914382604235,-0.184524943248719,-0.076032310637456,-0.0371218014795196,1.61876254597444e-05,2.09878000244156e-05,0.0162816302142021,0.259698160144744,0.0191726442046056,1.76213868551975e-05,0.0396570449538737,0.436820625812205,0.251765816189637,0.64143434237586,0.852427781708095,0.000350863017798899,0.000230614636980947,0.048056002996332,0.597516905048476,0.0552411878327999,0.000383604036924685,0.1282622139651,0.959451781224681,0.787289789852677,0.867861112464012,0.947886295573245
"CD55",-0.14757961039459,-0.691019662424302,-0.051405601335064,-0.150401214069271,-0.00909034087946615,-0.573661251747315,-0.221233344909549,-0.583042402017629,-0.0594686717323117,0.00687025462100482,-0.342359467681996,0.537184762736522,0.063951814401711,0.876310620202819,0.640706711112509,0.97344226912402,0.172032648850754,0.663930657130701,0.041396186239998,0.87712911826195,0.979126876288211,0.194789697731326,0.624325617472015,0.0962761465364878,0.906749197504196,0.871730765600192,0.980370683850881,0.239239506755594,0.807615461534781,0.936246853326614,0.974713338805031,0.991133326868428,0.557357088474493
"ITGAM",0.840976823450487,0.550740295598022,0.325541443131319,0.337210251148472,0.359728055169421,0.397203802498356,0.244852893612288,-0.0872774575946771,-0.0116936636727891,0.168415832553743,0.229726445191322,0.000737221345399208,0.00258311713997239,0.0760746977601446,0.201731334338825,0.214984882551563,0.0422745019521224,0.244125752724146,0.737222769242837,0.950476714861724,0.427659778963196,0.292247679392618,0.00401218539899954,0.0071319234206067,0.149642562632294,0.538178890223402,0.321059217741911,0.0759598987457184,0.42646659272181,0.978839984395796,0.988606697470011,0.828834241931346,0.66772720735722
"TNFRSF17",-0.926873674190855,-0.507769877029671,-0.51756503231879,-0.884917426487462,-0.315259829884395,-0.619109665081651,-0.0835031219054575,-0.595105908776963,-0.66202116667053,-0.63806498134161,-0.857599201010808,0.00994382132378916,0.235854417696963,0.220069035725262,0.0674571215642829,0.341789418833978,0.17027987480662,0.84369270823187,0.125789717014187,0.0384545501949934,0.0362567844163527,0.16450426124267,0.0274546481427545,0.29339252838787,0.333045652995984,0.454292643224558,0.456256629858565,0.237971380593943,0.904940402471601,0.936246853326614,0.644369707505754,0.480031639439955,0.544499484581001
"TREM1",0.482904845625889,0.352936200495831,0.944678081162973,0.401633476611191,0.709595674503714,0.386961412374053,0.893185082895179,0.0617074800031056,-0.0337057358695162,-0.0610294503348771,0.0361740306914149,0.02378250454027,0.0181225223090105,0.000649641837284206,0.083695156128093,0.0040961434972711,0.0111939791610345,0.00104313262448055,0.830707122553243,0.84677292562541,0.797663282706376,0.879375631631538,0.0542778127814227,0.0331952997634302,0.00684446275389099,0.482883270041671,0.0227537487945681,0.0263991341881064,0.0182911849573234,0.994567917304908,0.97024528758119,0.912315510268512,0.962107136394349
"MUC1",0.0792950356336191,0.474655955648352,0.400117448193006,0.190484277636479,0.0236804056435829,0.336686869847897,0.636548210222116,-0.370183048146086,-0.0465010582088654,-0.0690910504180446,0.0263927033804303,0.79352741533454,0.111015775465787,0.248960808906782,0.637097481242733,0.93915334599301,0.270704901483245,0.113635819478795,0.310720270380554,0.867650662401691,0.800663076447562,0.942287643867666,0.831734290887685,0.154007178709891,0.362649333039948,0.871730765600192,0.959496017747372,0.343303108167525,0.25710368230614,0.959451781224681,0.97455468302151,0.912315510268512,0.983438978737749
"CLEC7A",0.97332930896764,1.01749321509191,0.649023624774349,0.42622671136001,0.699369838243488,0.903137263078667,0.574564895432018,-0.303971094746928,-0.428132770620206,-0.358219545696675,-0.377315741084227,3.37404808162435e-05,1.1096509968681e-05,0.00933673275569155,0.0360064516888058,0.0128857288597438,0.000292117849439625,0.102442625531272,0.0547943908314676,0.0285838821379684,0.125069244880591,0.0918200878526144,0.000515518044633022,0.000161041657494191,0.0343155242839053,0.392004490462007,0.0440810658072665,0.00214725588029646,0.23666337163551,0.936246853326614,0.644369707505754,0.56138943621495,0.429505534913882
"FUT5",-0.427667850989895,-0.327274232424997,-0.355534263134607,-0.0416706066924964,-0.53450476819269,-0.781058333190638,-0.114024672959146,0.0900403030186701,-0.0118382644708874,-0.101937514106442,-0.167135954208941,0.192703908474399,0.229435969001572,0.210732181855467,0.867337252847654,0.0607178294187262,0.014008304639631,0.353569307261484,0.762164949191935,0.95367359861948,0.643416087102189,0.609512502858005,0.278952460860639,0.289222179186837,0.324998405804345,0.961689034745299,0.126812883583022,0.0318575539477917,0.537928703968875,0.986546483441693,0.988606697470011,0.867861112464012,0.845959482253223
"SLC11A1",0.641755005687304,0.343917572366045,0.799154502692157,0.490489408515245,0.677259972276879,0.48496513578166,0.750122955353798,-0.048467762240197,-0.342103433006279,-0.392558485185542,-0.370076762599951,0.00216114609613569,0.0308990679556901,0.00134535675499419,0.0542088189002716,0.00273639774997973,0.0227066466990042,0.0269837461416341,0.82849372548361,0.0434432533342256,0.150908053152678,0.0491304275128778,0.00873720493151999,0.0520502156634542,0.0117029125699383,0.426141548577135,0.0188805785651868,0.0453238447019984,0.102654522450431,0.994567917304908,0.647075825978203,0.591257783483841,0.335033999666131
"IRAK1",0.309627145135005,0.457260439497983,0.663277152281364,0.211992968754014,0.466995754041072,0.474641901859394,0.613193893394415,-0.115447703441484,-0.334025404973198,-0.390511314426741,-0.409081807940932,0.0258423828038289,0.000251084525335409,0.0010941872437459,0.169185621810031,0.00219770742417934,0.00182627823518635,0.000334990933620014,0.431890985059618,0.0455317004008763,0.0489172810115693,0.0181218233791144,0.0576999640877368,0.0013406966164136,0.00967671843687784,0.498745114294155,0.0164933776037082,0.006996617940827,0.0117792102657454,0.959451781224681,0.652184139028499,0.495891052988922,0.236706050780954
"IL10",0.443841828583485,-0.410296934764045,-0.025086824445661,0.00485628529895245,0.165714696876062,-0.548591616961232,0.6682514382618,-0.287610524511968,-0.594634931866513,-0.202138851327459,-0.692879821367058,0.169991530414812,0.0982504367093847,0.964102750757322,0.976729930565629,0.581146761520347,0.154268260678294,0.0669528821923765,0.335190495350053,0.0563604372750452,0.579465688394172,0.011857088625151,0.253197911091535,0.1379894470906,0.970964692043851,0.994297015647744,0.676808779877606,0.219939132352429,0.182189092888871,0.959451781224681,0.661874343575451,0.860033850601747,0.217851697711755
"IFNAR1",-0.0216658286273923,-0.0921418319890226,-0.164494026166836,0.0828217392717856,0.0407882790171036,-0.144745309054538,-0.102109207981383,0.0197785450349904,-0.454310769522347,-0.0557035253384732,-0.150428271050746,0.888084970147805,0.634455160478709,0.300700527388293,0.671257460557916,0.806698654183058,0.56644422014237,0.590737130792228,0.905041163199282,0.038932080289333,0.689654393341175,0.148527167557153,0.91226151198486,0.686618777879444,0.410112044582587,0.896065383669293,0.856644349470189,0.637390514116464,0.751364530400902,0.994567917304908,0.644369707505754,0.880816962127318,0.528719351178294
"STAT6",0.150368130645696,-0.0125488651742903,0.351900835828762,0.0173629010443102,0.290731383666863,0.559917076597089,0.127507209814947,0.340285029436531,-0.015016842342458,0.170659038336503,-0.0184373783651582,0.27644577296654,0.867380550336534,0.00803658695263774,0.847640682358864,0.125525508020468,0.00899370122731167,0.505427973771856,0.0418513784588994,0.940464389958412,0.310319445659756,0.941904236968178,0.373432714794896,0.887771051519852,0.0313704014840894,0.955706426723341,0.21464482640358,0.0225240482064531,0.684383332906389,0.936246853326614,0.986861817778375,0.728800025906316,0.983438978737749
"CCL8",0.543826059316731,0.685414284334853,0.415808170792031,0.714284719491365,0.075087258422815,1.00717910323323,1.4285936676202,0.841106135055007,0.928158361674011,0.905677444750735,0.857329156798326,0.249561493226248,0.0823616810497889,0.302187843867748,0.132932134471173,0.86221425455171,0.00515099511949014,0.114015943920214,0.143212178923861,0.0814025173317389,0.0339404248430643,0.110181269384601,0.342844187296254,0.118920182332093,0.41114980680083,0.483027266125135,0.900393483535549,0.0145773161881571,0.25710368230614,0.936246853326614,0.668954744404277,0.480031639439955,0.44986013903399
"IRF3",-0.750858516142264,-1.08418120619807,-0.450623749826527,-0.193084312733376,-0.446413225230087,-0.586569083913245,-0.229324853573344,0.123772895696883,-0.0447609481228215,0.330584684506917,0.303846535407132,0.000689762839707291,0.000475227351012412,0.110437666247351,0.436108628523212,0.0967357016549313,0.0360168599924334,0.394699353428823,0.583750126167876,0.830567387996899,0.136576017661254,0.297465582597257,0.00386540363637947,0.00206769697900325,0.198302850512299,0.727417773631529,0.181901684839505,0.0658215616792378,0.574589809269067,0.961712447162925,0.97024528758119,0.563029154165884,0.669815959148682
"IL1RL1",-0.755741698342267,-0.963181024267874,-0.0317952162628312,0.175878633989811,-0.102990228248931,-0.504703354392668,0.578960829481827,0.16101600008057,-0.547580822024225,-0.394706830879862,-0.124706846073612,0.118077536948603,0.00790816678542245,0.929495647301982,0.564554676378263,0.769883833030251,0.102603622925503,0.0410372561591076,0.512040493684377,0.0708883652723,0.118405961504014,0.64097896551068,0.18879063817206,0.0169546303051103,0.942821749772261,0.81932806879512,0.826953189370839,0.155693433179182,0.131226480147203,0.961712447162925,0.661874343575451,0.56138943621495,0.857185587183192
"CCL3",0.36937871792555,0.439786707923531,1.34712278276254,0.633856376505832,0.69431500031614,0.967407032677117,2.24426035649146,0.848385233386557,0.75796143596193,1.09043476011818,0.510743573964592,0.455057066916445,0.211775558147892,0.00491652677414932,0.130693980267952,0.0723572197048357,0.0239217712802091,0.0271632827971671,0.275477539636583,0.248637577175618,0.0634147178775981,0.399184978794422,0.551525267397661,0.268154286155944,0.0239080590033903,0.483027266125135,0.145227611180628,0.0475077984020995,0.102654522450431,0.959451781224681,0.78445723884069,0.505531412939726,0.74924697000967
"THY1",0.123568464008873,0.0385027511118682,-0.242593201969531,0.0547958914737669,-0.162552403120137,-0.598866572001391,-0.512240718814909,-0.159279124333985,-0.287786356777384,0.309550887337209,-0.265684281555917,0.793487246465538,0.921476820963782,0.561085726869253,0.917301893634851,0.752213145354852,0.340888643494371,0.390984997808764,0.702689117687992,0.581046363887012,0.48140398060405,0.712065458676963,0.831734290887685,0.929689626854725,0.661613586266661,0.975152144797123,0.817538087809199,0.414040712913764,0.573309608185908,0.971150144921145,0.899988970386971,0.833116287096921,0.891657189405224
"ATG5",0.103490042980271,0.0690899750188191,-0.342979406606088,-0.0639332087131319,-0.415791443316875,-0.385526246621207,-0.0549534143641819,-0.136371098737873,0.129694643907643,0.0821285279388285,0.15571371382574,0.616740899489101,0.685818682613578,0.32854711987289,0.833652765066699,0.1694478818023,0.173833146826686,0.794829895045489,0.589332819275099,0.195259066811539,0.609873642202128,0.42253360522641,0.698429371914595,0.729649199923469,0.439616240775545,0.951305373039821,0.272464491761653,0.241150885058588,0.877358946792213,0.961712447162925,0.756963231611857,0.865134038813044,0.75921911288301
"CCL7",0.417200572516734,0.922264263164877,1.69511886496612,0.629519441485735,0.689554023240301,0.612561752690568,1.91254696101826,-0.0392688820512373,0.287413015079323,-0.36812592686336,-0.993749905569414,0.383720330393474,0.218156052005632,0.0122401569567784,0.0461775398512656,0.117554667583445,0.347162976200026,0.000197318560976889,0.886783005632827,0.489767921859078,0.508980546825843,0.12919640561621,0.486384363393547,0.275616797846401,0.0412376716520035,0.409809061279463,0.204725974929938,0.419859496857297,0.0100586420952726,0.994567917304908,0.869909697742905,0.837523997656438,0.487501103858497
"HLA-E",-0.0617367799325272,0.0955615220213266,0.241984137982506,0.201367290692948,0.0905475482036548,0.237544992457398,0.331543280701397,0.09134985402069,-0.0428230376627877,0.0129641884362191,0.0100926004174386,0.74456752787629,0.303106178334002,0.009002108897309,0.0360145468268982,0.100671590760836,0.0103880267783234,0.0748128520173233,0.33950999162341,0.679393459434445,0.893630109734305,0.926510215549617,0.80083087998675,0.366577130207361,0.0335863480532015,0.392004490462007,0.185418575884631,0.0251265946860302,0.196949182520023,0.959451781224681,0.954185354937706,0.955509696571534,0.980195854207632
"ABL1",0.0712417101250902,0.0715893198862481,-0.213451856098285,0.0943086832873877,-0.0305339474500532,-0.0964612046579896,-0.111107510814362,-0.132698958218579,-0.15132957526182,-0.192480987545694,-0.250726148521674,0.631628186657254,0.584185448079019,0.39906001748729,0.410186716453252,0.864308125004097,0.483197986782389,0.51016213773203,0.222493054226765,0.0954991654432516,0.10628602601308,0.122981060158579,0.710738675244545,0.643285921425534,0.508711643913977,0.694227879479403,0.900917861422319,0.557006233235911,0.686082461769536,0.959451781224681,0.671383246867717,0.559439044710147,0.483383889234414
"NUP107",-0.139947696335689,-0.313232071024599,-0.332285800808323,-0.173084096979956,-0.323874975390672,-0.390985598609746,-0.168300606089076,-0.014316021192965,0.0851449412798506,-0.117203643803858,0.0283116539628658,0.243963043820085,0.00341587569156036,0.00279258419593251,0.0156159241884108,0.0453289901461418,0.0188017482351334,0.177462743929566,0.918012458497593,0.282177537825678,0.192024293169487,0.80660570175496,0.338438928436687,0.00870894433073497,0.0169957274720194,0.365185380005549,0.0990587197788271,0.0388386478141807,0.33933754413559,0.994567917304908,0.798335783654638,0.596581934172022,0.923493754565326
"PLA2G6",-0.437666203801985,-0.762706530031623,-0.321876764031577,-0.132571576587753,-0.431432809872091,-0.503589128073667,0.0180162985045703,0.0898813861440821,-0.16667614706794,0.100049932123151,0.0515669555993896,0.0115651063467744,0.000218640774261793,0.102591790853271,0.354441878389037,0.00716585908463699,0.0015775349733425,0.912429057307809,0.438573937279294,0.240395444724636,0.544791908056063,0.78888928740889,0.0307316910435412,0.00120146289545801,0.187312753622424,0.675468360835673,0.0316865331398792,0.00648449245504858,0.954593061804473,0.959451781224681,0.78445723884069,0.846307064711294,0.923493754565326
"DOCK9",-0.954628250243967,-1.52254206746091,-0.922645367003986,-0.471555988896034,-0.710165524245639,-1.73237173315209,-0.54054492205035,0.182614553219339,0.163431717125045,0.377054447041179,0.0682081540462038,0.000101441428497689,0.000267997310477127,0.0136012112396261,0.0743207190494299,0.00915980996100033,0.000214554526880764,0.00495639302796453,0.353606866936442,0.369492066437541,0.0519543497207699,0.810992848848893,0.00114831697059384,0.00137781146359469,0.0437402588728885,0.454292643224558,0.0361155135812447,0.00173482660306446,0.0399399168945992,0.959451781224681,0.81858849729906,0.495891052988922,0.925447484775148
"TIGIT",-0.808273703172983,-1.06452031008685,-0.126812217743977,-0.159694346754948,-0.900364454592517,-0.792994248294084,-0.242180735932132,0.0448449340099424,-0.075328934610772,-0.180503391353422,-0.167939061041666,0.0239469542647328,0.00228517494586555,0.683453960714598,0.406766575991695,0.0122737054959842,0.0206030126250564,0.360197822425059,0.857614610827502,0.761284176919919,0.517591723877827,0.613287264230308,0.0543967767592078,0.0064670450967995,0.761486105835556,0.694227879479403,0.0431485547250127,0.0420985745335087,0.542212679501552,0.994567917304908,0.969920443483232,0.837523997656438,0.845959482253223
"TCF7",-0.838836727697712,-1.30113452254275,-0.749925725326754,-0.243346986072389,-0.880211132662632,-1.14037910339743,-0.403828297528026,0.223159417822971,0.219615874368033,0.107611683212717,0.10158876466966,0.000754378342838087,0.000828049584582949,0.0154590503251699,0.209378124752566,0.0157166871458054,0.00158102466218499,0.0651952509986556,0.277076875247042,0.194667891771086,0.664041485952689,0.708420677733103,0.00406645849567959,0.00310381499916523,0.047120242215719,0.540151575382021,0.0491472095277672,0.00648449245504858,0.178263343310334,0.959451781224681,0.756963231611857,0.875022202556035,0.889131060066242
"CXCL11",0.0836547494929175,-0.663717542592266,-0.0949230051252107,-0.182293311840226,-0.0806401696415774,0.055874317541852,1.08235677282382,0.168970275575455,0.433076227403378,0.337586266832587,-0.68991644688658,0.850975595392874,0.0797179509001189,0.81081473609998,0.697305070837209,0.826051880779288,0.884876721344,0.287285295980781,0.756221186537378,0.474925154755286,0.476122354774324,0.0678503492721129,0.877708742111888,0.115397340689175,0.851430687630035,0.897060282215219,0.871844864487964,0.91061858960128,0.48107537729326,0.986546483441693,0.864333239844026,0.833116287096921,0.396643679379265
"LCN2",1.34437253113823,1.95499272524189,1.83764220862396,1.26190050317828,1.13069200961642,1.88665094463747,1.44055171961753,-0.438161885916252,-0.598193891479646,0.337797468199992,0.00412412499046461,0.00022482582425922,0.000166662839682957,0.000299406119652361,0.010832832559471,0.0130062508653949,6.42260984212625e-06,0.00278743280842609,0.100991832732771,0.0750468123523546,0.108668974656493,0.989223626350381,0.00184422342798143,0.0010273532211094,0.00514392166721505,0.32270438045582,0.0440810658072665,0.000241415801001737,0.0309350386190033,0.936246853326614,0.661874343575451,0.559439044710147,0.995265732081032
"BLK",-0.521139638361395,-0.94660084680701,-0.714684310960503,-0.37626195694188,-0.74180388513009,-1.04687554204327,-0.34313627871029,0.0101775975578402,-0.0163450950510665,0.253410662694456,0.25703933888685,0.0144936639034332,0.00476804437659873,0.0553151137430938,0.0901624617262533,0.0118643607199806,0.00207577720540493,0.201790323675636,0.972952164373147,0.951581871457373,0.220413764838124,0.35903908100747,0.0367866088311355,0.0111058152969337,0.118592251434057,0.482883270041671,0.0427721539331785,0.00762915518350125,0.368749965164173,0.999023509729966,0.988606697470011,0.623770954491891,0.715549717782493
"CCL5",-0.637644628874655,-1.16484233230205,-0.152333645069132,0.0717663799833923,-0.636046017499439,-0.948749314383498,0.203870065803637,0.0395997531141349,0.00199387955533226,0.0535434757471826,0.0825904297187005,0.00135830530902106,5.02321284276334e-05,0.374814948286896,0.668953920367671,2.00940427000246e-05,0.000922460914863409,0.427304568567632,0.656575588763318,0.984927251684444,0.597696382982226,0.595809895791111,0.0062504130480156,0.000441124763787965,0.483246607586294,0.895101463187001,0.00347362664559229,0.00446250322916829,0.601681491148665,0.961712447162925,0.990175531888801,0.863459114329628,0.842822457326775
"NCR1",-0.592125143328582,-1.16875934492192,-0.366697209461521,-0.0642533643962117,-0.505596860533133,-0.70886800700348,0.00224868682021233,0.269052684725114,0.0188192636843029,0.0665291473644589,-0.0721609107331288,0.000542068986514723,5.53935267823414e-06,0.0627328676674388,0.614219080032802,0.00869337697770859,0.000157777059716768,0.989182659392412,0.0830565927689068,0.912256688269766,0.707050187578568,0.751550473429023,0.0033349026779058,9.50082913903189e-05,0.131021413652289,0.867388982049526,0.0354813504880302,0.00135497024069787,0.992690399319335,0.936246853326614,0.983499591544167,0.889312013709933,0.908926427266724
"FCGR2B",1.26254067694448,1.27307789663417,0.645442763393854,0.116228345699508,0.83818252345751,1.60219951821644,0.398028471877192,-0.210784475525049,-0.136270790142831,0.513422271338068,0.519657778539935,0.00351308025855109,0.00365750931621443,0.126085092522105,0.675454188463093,0.0397125085284494,0.00252578108477455,0.323507118592171,0.715401771538433,0.712221929594473,0.207020138576832,0.280519909677224,0.012646683421795,0.00915995696007686,0.216912347621615,0.896422770514443,0.0895509156458262,0.008612000566159,0.517245844980703,0.971150144921145,0.962094539738596,0.612130674917137,0.66772720735722
"IL17RA",0.377146946999261,0.394971870488376,0.133456448232925,0.1095358135296,0.219625701195191,0.447769939869623,0.334299661553132,-0.111961763460454,-0.1450972848355,0.0240828804098905,0.0143583228711107,0.0135616682148643,0.00940362989707149,0.508326324568669,0.506080834418814,0.26402079452197,0.00303763054007489,0.0214424194839809,0.362656576069766,0.367691502764116,0.873067279803466,0.931081274647849,0.0350497909114756,0.0195678475064061,0.612883306972459,0.774166898056889,0.375466758038781,0.00967414530327326,0.089961340779395,0.959451781224681,0.81858849729906,0.943045954902217,0.98214077563712
"DUSP6",1.29938384176407,1.3994522054297,1.75404103756758,0.809356713155392,1.06466327958058,1.53678842245718,1.70992076583237,0.23077441791561,0.385303053982933,0.147571755588067,-0.0421924599808974,0.000332271999408489,0.00628444375179452,0.000510389715095596,0.0910625312827318,1.37119822232382e-05,0.00267579033122861,0.00027534140784137,0.43833015063198,0.0794238671452059,0.641426250923347,0.913909147800951,0.00237614960593256,0.0139444490479849,0.00601834539050224,0.482883270041671,0.00347362664559229,0.0089615226477834,0.0103895491225477,0.959451781224681,0.668954744404277,0.867861112464012,0.970492641004387
"CD79A",-0.471007873633446,-1.27214203733199,-1.0895891485576,-0.633634775693662,-0.618473639585368,-1.44495043157749,-0.381074737001503,0.0422962576416816,0.498031158638283,0.28229649637293,0.164707498245532,0.0178519335450607,0.00310848890562339,0.0832706455154959,0.015194985009345,0.0386518318550385,0.00063265746538898,0.115346807639887,0.867025483323428,0.00509067562557612,0.11053418130822,0.533366985411432,0.0437411012402786,0.00810785585522045,0.160310154291737,0.365185380005549,0.0875873512166938,0.00349731819050806,0.25804858942362,0.994567917304908,0.411617486296584,0.559439044710147,0.813708123296148
"CCRL2",0.703895575433837,0.887353599001421,1.54173692893535,0.523223116404158,1.15128316314069,1.03913219241685,1.39500103808831,0.67179160247069,0.560730857582341,0.253942826444619,0.20196117000849,0.00829833101702422,0.0253179372790115,0.00174230157684968,0.189613916450151,0.000350371898319268,0.00161684238452658,0.000353792534483521,0.134971151148665,0.101515528303693,0.562035794708195,0.567259337027648,0.0243360381121021,0.0440680478781232,0.0128480314883295,0.533423867612004,0.00619720295152205,0.00655271939968583,0.0117792102657454,0.936246853326614,0.671383246867717,0.852847881514312,0.842822457326775
"CREBBP",-0.307617586096226,-0.58089236915271,-1.0314157139477,-0.339493300967886,-0.263542969818728,-0.562140979032592,-0.0490530253936414,0.136009094272178,-0.366131778537177,0.0424149841948406,-0.426395879013117,0.242106842321221,0.0475371452855926,0.00397642172127399,0.201270661457175,0.348953224442232,0.0463181010379841,0.784511466687051,0.634611601352573,0.314350319264736,0.862374111815419,0.15351791878064,0.336689122245236,0.0743260337890757,0.020839395317047,0.538178890223402,0.460390501245462,0.0814162894021708,0.877358946792213,0.961712447162925,0.812976649329035,0.939024022066856,0.536365074258285
"CTSH",1.56961798588733,1.66936662672387,1.05486541891074,0.304878557312494,0.865407792484628,1.39270928164606,0.716146223965127,-0.0772446980669638,0.121051278354006,0.231016488561981,0.350822248953783,0.00280439509817839,0.000182418938573959,0.00802880912877972,0.481375697868527,0.00306262686841806,0.00678480874608688,0.0832447791435156,0.864218857733946,0.704581844455036,0.550249116278721,0.305429608524097,0.0107978750038705,0.00107551165867563,0.0313704014840894,0.753240305940905,0.0190488660167541,0.0181141591994584,0.210341718728705,0.994567917304908,0.962094539738596,0.846307064711294,0.675285775096246
"ITGAL",-0.231531611448266,-0.580088637649501,-0.253732524300573,-0.129192510014559,-0.259802957785202,-0.328299519385885,-0.0487604397795725,0.156981466716043,0.10794086771235,0.182007447681244,0.321325425589352,0.00568081628892411,0.000847556960308131,0.249443477284126,0.408529775392448,0.0629041935233522,0.176652697619656,0.827478253914684,0.253985376715029,0.434116254085074,0.355363144340486,0.126887914977831,0.0181657741216443,0.00315603447062107,0.362649333039948,0.694227879479403,0.129468267397154,0.244463146339182,0.89722737876573,0.959451781224681,0.859276825459641,0.760051350569297,0.487501103858497
"FCER2",0.19801252025323,-0.386539241754342,0.0499810351051289,-0.228549254673537,0.251822545944793,-0.390817317106454,-0.382319945869723,-0.0189475133880923,0.57120691242849,0.702691629946751,0.596619717856995,0.476689422975406,0.110041722523634,0.808573620937158,0.246149631412237,0.403143113511934,0.247630577980731,0.297916922950075,0.964592920516088,0.0279631997901665,0.00533638751828084,0.128981026199126,0.569015097168958,0.153030994959157,0.851430687630035,0.583060553422409,0.517412703509648,0.321465383341958,0.49017726276088,0.999023509729966,0.644369707505754,0.380547404229413,0.487501103858497
