"","log2 fold-change from baseline","p-value","False Discovery Rate"
"PDCD1",-1.23008418439541,0.0044621536977566,0.0106893803884131
"PSMD7",0.229441627600189,0.00072753386640127,0.00285961228043832
"IL18R1",0.739160126161403,0.0130547479215029,0.0254633240856968
"CCR5",1.29287020089988,0.000350898611930061,0.00164139350704475
"S100A12",1.00809991013619,0.00699355504909935,0.0152244313761163
"ADORA2A",0.1596496912153,0.381962136926003,0.446674730372144
"IL12B",0.06581003580393,0.853257429691583,0.874898016676515
"GATA3",-1.02796993109203,0.00248865519781877,0.00699973891704226
"IL10RA",0.970954125855555,1.33114904901374e-06,4.70893976088612e-05
"GZMA",-0.658779263510711,0.00278069381372954,0.00745911231550199
"MAPK3",0.350954666621064,0.0781174088690672,0.114397834121123
"VEGFA",0.697015271512996,0.0255599031900952,0.044241300322917
"HLA-DPB1",2.62788331712952,2.95630522461157e-07,3.01875839319468e-05
"CD48",0.0663252919922925,0.47568821807471,0.541729439497557
"MIF",0.204819196358967,0.316413752641939,0.381042944670931
"CKLF",0.761519829275121,0.00198343202869738,0.0057570386063729
"LRP1",1.19002477447457,1.33034947223109e-05,0.000167064692847213
"CD274",-0.214631632745524,0.679215153170111,0.725350522064685
"CCR2",1.38448233644968,0.000290388247922609,0.00142640661645395
"ITGA2",-0.392682764634158,0.104481910310393,0.145657047378528
"PDGFC",0.839242631424746,0.0268488439385762,0.0460498353613156
"FLT3",2.49939602828728,0.00010642579235986,0.000725746969586515
"IRF5",1.02737944548416,0.00016745427638947,0.0010273532211094
"ILF3",-0.00917161771602686,0.891554937755749,0.907590098506752
"TRAF6",0.097837310937465,0.132678989311907,0.17880073321557
"CCL4",-0.279826579516159,0.441913919698742,0.508380647458309
"CCL3L1",0.523809955229236,0.23374214443683,0.292048683777585
"HLA-DMA",1.99193841476036,1.44939802442579e-07,2.73453093941665e-05
"LILRA5",1.14403738186612,8.29223809743398e-05,0.000609533345863329
"LAG3",-0.450715823225385,0.164680399799157,0.214767526005352
"TAB1",-0.900386332307008,1.00983496379923e-06,4.70893976088612e-05
"ST6GAL1",-0.688924286166937,0.0440809703237202,0.0698874767597357
"HAMP",0.22337257504674,0.443084613473594,0.508693491330738
"FLT3LG",-1.79223423415712,4.84435020690201e-06,9.50082913903189e-05
"CD47",-0.0941607383935824,0.694066629414932,0.735658637170134
"SELPLG",-0.179373437191204,0.370284732852955,0.436627414155776
"TICAM1",0.716174660118881,0.0315674689766936,0.0528615013041674
"CCND3",-0.383407484663848,0.0243255358114347,0.0426261711122973
"HLA-DPA1",2.98807387595959,3.06644145896434e-06,7.88911757169917e-05
"TNFSF13B",1.69600098299472,0.00175078043874839,0.00518515175832162
"DPP4",0.129481657099104,0.764119690165117,0.799430211891786
"CD2",-1.29711192979248,0.00284759324766697,0.00760253668952597
"EGR1",0.625102318959872,0.173484850564041,0.224696625673335
"PLAUR",0.567026793394027,0.000437513396348293,0.0019498628530168
"ITGB2",0.664340514697986,0.000768942578502536,0.00300152758229266
"ANXA1",1.6255778961157,0.000279539174246057,0.00141267118413633
"SELL",0.255419461994616,0.240373811761342,0.297055845975807
"LAIR2",0.0948342431982148,0.726570561081636,0.762966489002237
"CTSW",-0.774024014722765,0.000884495597713551,0.00322983553745722
"CD74",1.90723309070622,5.31593669798753e-09,2.97264435717557e-06
"CD3E",-1.45713973486352,0.000142147152931956,0.000893947650660971
