"","B-cells","CD8 T cells","Cytotoxic cells","DC","Exhausted CD8","Monocytes","NK CD56dim cells","NK cells","T-cells","Th1 cells","Treg"
"107-11-007 C1D08",3.07127657395064,4.83242064053171,6.40099649467774,6.23914071020478,3.50403804014989,8.55351710286318,3.44152330473338,4.41455585718807,5.5282348759757,5.69569747892189,1.46303672213162
"107-11-007 C1D15",3.90870884297802,4.87998978805667,6.08355966786843,3.36511611635965,3.69844944969298,7.38373187971698,3.89343694993337,4.5838187725133,5.59162994584322,5.98960698126744,3.36511611635965
"107-11-007 C1D22",2.9031201375704,5.3899102005514,7.3880761048432,2.18627631842903,3.94764336042806,6.53390845350189,3.92695637105064,5.83588032762267,6.30032932472671,6.87976327592836,1.35620131987134
"107-11-007 C2D01",3.65596407976496,4.45412534925056,5.56738602543416,1.95412534925056,3.2564222144534,5.72847693603111,3.41823115684348,3.95412534925056,4.02738979209972,5.27605344413792,0
"107-11-007 C2D08",3.03760251102588,4.56236717870655,6.79797824596525,7.29758364040058,3.68215458721519,8.44907743134016,3.41372606962514,5.15149211175317,5.68422138638578,6.14983001995689,1.79933277287275
"107-11-007 C2D15",3.70872561185613,5.50733209516967,7.1020321788123,3.84386770719681,3.25890520647565,7.93805289323027,4.349003648633,5.40160631590678,6.05300384163381,6.06626012853326,2.58083330136302
"107-11-007 C3D01",4.02826120758906,5.69792175506508,7.04738041044832,2.49617658771607,3.9763674515114,6.76574377516188,3.94045083304629,5.21204263966212,6.72552708274241,6.81810468260343,2.85874666710078
"107-11-007 C4D01",4.40808004265392,5.82965187936782,6.97358964989067,3.86225358327862,3.83334139348821,6.3024829787626,3.72202556247196,5.24427469193191,6.69799694668362,6.74489663264046,2.44721608399978
"107-11-007 FUW04",3.95760030247718,5.83866076874904,7.0063590059063,2.2577798970967,3.86874323515161,6.89263458563268,4.15560888292981,5.24067203942774,6.48667019588332,6.6671708332344,2.84274239781786
"107-11-007 FUW12",4.40942430387113,5.49441302123425,6.88653793289923,1.86893223446764,3.78722806852213,7.02062062398795,3.77349750608209,5.13102677369232,6.10611038652071,6.21942948155177,2.71692914102259
"107-11-008 C1D01",4.44124527695851,5.21729505095726,6.05701182881748,0,2.31242714572263,5.51424415429882,3.86421108859348,4.00393498750181,5.98968780980378,5.70989654999322,1.69494620852725
"107-11-008 C1D15",5.10006993903153,5.31675695924455,6.31037410003563,0,3.54618906695315,6.54743977857352,4.72302730585274,5.15168265839839,6.03133127565326,5.54248741300891,2.29455989956533
"107-11-008 C1D22",4.26748750423659,5.5121424874071,6.17753521657652,2.84519211913038,3.41820668118669,6.42498587961854,3.60347873287391,3.57894457871687,6.22045710563628,5.78379157446623,3.48262203974567
"107-11-008 C2D01",4.69365485663076,5.13337131690983,5.89397031221645,2.03537766789558,3.06009148881308,6.87098204149561,4.00019061941633,3.66877093824303,6.50246266768192,5.6792338576703,3.35730576278294
"107-11-008 C2D08",4.60320839030488,5.43525230424564,6.51317709126366,1.2128598829092,2.6116589538437,6.66675294875143,3.82335428055936,4.02510531536309,6.58042819951647,6.0202148049668,2.79782238363035
"107-11-008 C2D15",4.44216899313274,4.87574293225226,6.1175437566027,2.52120102597709,3.17162926429941,7.1386728894586,3.53962850447748,4.24680658189325,6.22088967263271,5.10616352669824,2.6911260274194
"107-11-008 C3D01",4.38694095135896,5.65847885664441,6.0533062822993,1.89327568809487,3.51621653968654,7.03503208265036,3.73706950826698,4.06320068953718,6.53251702624327,5.89327568809487,3.06320068953718
"107-11-008 C4D01",4.75004805623843,5.35030001657376,5.83307194365974,2.22108243094277,2.58670294402697,6.79589406469958,4.03076842080736,2.95804802510898,6.54285640935663,6.06238468492371,2.44347485227922
"107-11-008 FUW04",5.90071988164682,5.41508682140732,6.60368941823078,1.93798866621388,3.07090323019328,5.99264991291374,3.68966485615346,4.27420133719963,6.78668410817484,5.96035647924233,3.10791366765619
"107-11-008 FUW12",5.29726289541681,5.747826408008,6.55312481237638,0,2.37760201005887,6.43714753018293,4.50628815416123,4.71590316699568,6.50352960528159,5.81083035046405,3.02947063693939
"107-11-009 C1D-7",4.68700591246293,5.51753149318745,6.27916864576593,2.92459822053178,3.79890833750517,6.82422662365348,4.63226620521672,3.48011387672615,5.72059882354997,6.30310984378551,1.60267012564442
"107-11-009 C1D01",3.31816450290842,4.23785952554479,5.7658302912971,3.05669306027868,3.42566479491752,7.6425202672881,3.0828897054759,3.68892130073018,5.25715787060474,5.44371618338793,1.94121584285874
"107-11-009 C1D08",3.57810305462066,3.73618531685127,5.77964487240158,6.17264765483476,3.40592235854972,8.33075395525983,3.42938546784685,3.68272771489301,4.91561501167661,5.21750189061902,0.602792046503816
"107-11-009 C1D15",3.33689624444077,3.60563835741868,5.63528158000179,5.99063555469552,3.55881692685346,8.40940743289628,2.94281795800181,3.99063555469552,4.90408799131492,4.57559805541668,0.820710553253207
"107-11-009 C1D22",2.75191229173365,4.38844588089366,5.84548689277973,4.76681030538748,3.99388465280055,7.82296978099763,2.733431414959,4.35013524009221,5.13757474098345,5.41888700196717,2.95945538332988
"107-11-009 C2D01",3.45149948109671,5.59441261905155,6.87114825640735,4.41375185245782,4.02387472484743,5.85998045752137,4.56286569005536,4.64641147931865,6.73578748252457,6.64821710609484,2.32628901120748
"107-11-009 C2D08",2.57634513012511,3.65982031426347,6.22687498285565,7.17605888233828,3.09677117161149,7.89765132723239,3.24257294238059,4.23909328391938,5.46159070635947,5.62650171774832,2.16707009911103
"107-11-009 C2D15",3.86806322202524,5.04466872523195,6.67060849564039,5.18711740720315,3.8379847237979,6.84226531462741,3.3935101458895,4.92070496851016,6.09126618266647,6.45015181303694,2.12822371814958
"107-11-009 C3D01",4.01724313420389,6.49307837752963,6.6260781589803,4.53133482446002,3.04086673769223,6.19202554589777,3.83370394544347,5.07190320582272,6.73330494609622,6.90479321998746,3.07190320582272
"107-11-009 C4D01",4.66671151817293,5.61781684235373,6.56351692347522,2.96054256009285,3.00726844610894,6.13411743234589,4.53812700771928,4.74314218304271,6.43857932641713,6.06007823364376,0
"107-11-009 FUW04",4.23661387368921,5.48150422948294,6.28960580683567,2.42986032527693,3.68148949266475,5.69017692486015,4.34171233324744,4.15957613459558,6.16649707672009,5.71526254413918,2.75178842016429
"107-11-009 FUW12",4.10700552759464,5.80142978477163,6.74457598318163,1.0773716320669,3.25189228408591,5.73047922974217,3.74778071720799,4.27353034345628,6.67561233161902,6.52031512791563,3.24729663350922
"107-11-010 C1D01",3.53939067844398,6.18575055433133,7.84396741567424,0.634106650125318,4.41885644410706,7.05843501472628,4.06717598958774,5.24610748722437,6.50309112217465,6.74263110690349,3.21906915084647
"107-11-010 C1D08",3.5045580626423,6.45510303887687,7.41020865088022,3.33537007152917,4.24171796691882,7.19444889947953,5.11658074725528,4.58189007716923,6.46273519426521,6.41337258353045,0.165445070086861
"107-11-010 C1D15",2.78601430499815,5.89639466019304,7.61847197681464,4.75369355076191,4.53844334474366,6.57376018244844,4.52009622355767,4.79210134928733,6.63117133764373,7.05747429893901,0.753693550761911
"107-11-010 C1D22",2.78678955195933,6.28841055068169,7.42681208889745,4.26437043715597,4.22148062724195,7.30067104800682,4.73795844044777,5.17572641856973,6.256097206735,7.05024563180312,3.92995139808541
"107-11-010 C2D01",3.48434122297495,6.29610882173798,7.65446306347416,4.7045208092679,4.29406193716346,7.23734376012928,4.85147621260027,5.41141528580869,6.66019375068832,6.97460997263564,3.61705796801756
"107-11-010 C2D08",3.22436863549225,6.19701269694541,7.56451220221776,5.6435898830328,3.89279416248804,7.45937926331594,4.99935153613704,4.96907142116729,6.72061228263467,7.12471657276942,3.79559297647785
"107-11-010 C2D15",3.95486009118362,6.5844122739295,7.45383927742121,5.77976279006032,4.33977630976078,7.15267956336722,5.28422635329096,4.7503604059188,6.51442409645164,6.9248131228636,3.98621366752775
"107-11-010 C3D01",3.30464420139938,6.05733452750484,7.37640528916339,6.71834889391338,4.53569959000395,8.21141006129416,4.37640625063165,4.75511912642236,6.61154992840827,6.91099397185578,3.43455592791279
"107-11-010 C4D01",3.2497612675939,6.08744690414898,7.04937723398618,4.79075520137169,3.77008409331646,8.2539014840821,4.70654212321455,4.56103939205304,6.34097647008437,6.51123267274932,3.65325167762175
"107-11-010 FUW04",4.18625145437438,6.20779765456666,7.15121318022179,3.57505524370616,4.10337607727988,6.97005361726926,4.44439364088656,4.96134999565462,6.05972817753983,6.6625180849565,4.4495243616223
"107-11-010 FUW12",4.23409393927925,5.73337574130137,7.35966870730015,2.57743852618965,4.25687497848881,7.44370301930234,4.56549865917615,5.26205543102251,6.23153409461627,7.06929162251933,4.24040353891208
"107-11-011 C1D-7",4.46258386711445,6.12363758707329,6.11705886298199,4.11020298444159,4.11231167728324,6.83361403825452,4.74795746131785,4.33580854035776,6.65223156955981,5.46775498905968,3.69516548516275
"107-11-011 C1D01",4.72196871353062,3.46860314857898,5.94199868051486,4.3076391011353,4.52823180039263,7.92982796141351,5.18135113889351,4.39260160185646,5.72272030649453,5.3076391011353,5.89260160185646
"107-11-011 C1D08",3.88652065159964,4.52748451015706,5.45590194561059,4.18594821707156,3.02039151286241,7.72151394958466,3.71781813204511,3.54863702701705,4.68259393181833,4.63660962608112,3.08641254352064
"107-11-011 C1D15",3.86494481212889,3.00966475494893,5.17685180803159,4.72039663916807,2.38492121611493,7.24636008899439,3.38031928293992,4.61901844221323,4.68005529950242,4.56839354572302,4.27293766219685
"107-11-011 C1D22",3.98406158487194,5.80097032809559,6.82227290173049,2.66319905005223,3.79397152431182,8.03960169414541,4.25159321101601,4.75066189130257,6.65957208936013,6.13893248101863,2.66319905005223
"107-11-011 C2D01",3.52698093423923,4.65386215789699,5.69768284391932,4.10667517367943,2.89908079212913,7.45667594110628,3.39905625775091,3.96701542896878,5.51665085047816,5.20621084723034,1.62124834650918
"107-11-011 C2D08",3.72536870000828,5.08095644670701,6.28861976118196,4.05785168900887,3.72036385257364,7.91101950232777,3.20322720557026,3.89738701681562,5.72764348693389,5.91844863234345,1.80992417556528
"107-11-011 C2D15",3.99930460386911,5.24034657740535,6.43320741016608,3.05707708661152,3.34695463912209,7.92161796018245,3.66174307279781,4.80234093604308,5.93732679902442,5.80709883360318,2.91957356286159
"107-11-011 C3D01",4.65667033536544,5.94993156783482,6.37218084224452,0.818590496653733,3.3211887100533,6.81206845611623,3.44817157961982,5.00827968018936,6.72526510527056,5.79587042015365,0.818590496653733
"107-11-011 C4D01",4.24635492967239,5.28394830422453,6.39718196112744,2.48257970299996,2.98224279553706,7.07568305408399,3.47456454501108,4.28883881462082,6.30922612493638,5.53094272456136,1.34507617925003
"107-11-011 FUW04",4.64176247895688,6.15806938465078,6.64787213913497,0.435044681292507,3.52397352819081,6.92683444527468,3.7403378075711,4.48668858549852,6.6063008577516,5.34193527690103,3.60496968273482
"107-11-011 FUW12",4.21690087113202,5.38769161202908,6.6599583551976,1.67121190839103,2.81553171081639,6.76400748538619,3.70822234585394,4.24323509319938,6.63750646852237,6.15663873556127,2.34928381350366
"107-11-012 C1D01",4.36360015840318,5.32628235595184,6.71033391148041,3.40079505277441,4.09176713808123,8.01246147260378,3.88645040701295,4.87654579392882,6.09271541489839,6.26329152902448,3.40079505277441
"107-11-012 C1D08",3.90843425924289,5.58721026155193,5.41417206259226,0,3.99723840547388,3.83926134269641,4.19222590571427,4.49339675996404,7.33054107973244,5.11595300888231,3.92330793093991
"107-11-012 C1D15",4.36667533054265,3.93542709241762,6.77318669620067,5.00417885429258,4.18486485412698,6.50647124997312,3.2370191013389,4.38448728540801,4.89127612135361,6.40272823078286,3.35210215771289
"107-11-012 C1D22",4.19890848113736,5.62753185834889,6.57209881555634,4.91626584043601,3.98878379523603,7.97985756059696,3.9368978995077,4.30475647694305,6.3421245381839,6.59808988040975,2.91626584043601
"107-11-012 C2D01",4.00205516537141,5.6499686448716,6.4679209326877,3.29462919354864,4.19013577378241,7.72248927389639,3.95532189088288,4.77430820129996,6.24854400842431,6.44663228699369,2.12470419210632
"107-11-012 C2D08",4.34450713386966,5.91006597140153,6.99693376525613,4.37306568067964,4.43735081357024,6.94617457797,4.66825704059592,5.25383208858238,6.91063786545731,6.61699126356573,3.12513816723605
"107-11-012 C2D15",3.88881988870231,5.75189605351053,6.20580484903699,3.75886564898946,3.64338843156953,7.93669694547208,3.60637799410661,4.38574394511236,5.94780392007992,6.12451512130615,1.64338843156953
"107-11-012 C3D01",4.70941558501175,5.28068715732563,6.60462030402887,3.80311427521776,3.51650682790051,7.00967603461977,3.80171019145545,4.2496566732595,6.20694517480928,6.22457804365604,2.58072185388131
"107-11-012 C4D01",5.00610451565009,5.48391685792073,7.01245545549796,2.94801115644043,3.66728969458828,7.20462853485941,3.1671179839742,5.20251798018436,6.37752529756495,6.19008594363858,2.70700305693663
"107-11-012 FUW04",4.04740225303462,5.48807942860568,6.96661695970285,2.97379485250729,3.48779830435283,8.03872952421753,4.14689161218613,5.27938104252929,5.99259105392691,6.47204572003512,1.23682925834109
"107-11-012 FUW12",4.41614588471064,5.32537476323808,6.14573768741956,2.0074975675992,3.52150101944474,7.38092056304373,3.56985113037917,3.36434547502088,5.58978626609627,5.44045697487531,2.270531973433
"107-14-006 C1D-7",4.68923120605465,6.70533156272394,7.07529318020443,0.374442513837945,3.25452415924539,6.90214197411865,3.47245795159511,4.85335629425482,6.85164849640098,5.81738600968667,3.83387413247524
"107-14-006 C1D01",3.49883745019123,6.78427580999594,5.9438970714831,1.81946906506114,3.18578855842386,8.06877602405734,3.15663427800708,3.20646722761672,6.39396003628246,4.45173728056065,2.95697258881107
"107-14-006 C1D08",3.62986963030927,5.46205784261571,6.12373371797263,2.39741633414323,3.07751290781847,7.81331523826619,2.63549817336527,3.95167856253231,5.61207481332894,4.5266993510882,2.56734133558554
"107-14-006 C1D15",4.00546798974108,6.40055667887277,6.70964909007245,0.206817245951584,3.47807764302393,6.93714781982011,3.79786364819148,4.01048240282639,6.55534122288675,5.41627061158053,2.20681724595158
"107-14-006 C1D22",4.67307515026213,7.08413538264491,5.84929357798199,2.0381238914868,3.23459336007092,5.29090609536767,4.34042075668964,3.40660668856991,6.26172739526034,5.62308639220796,2.77508948565301
"107-27-002 C3D01",3.07408662804396,5.5944154597694,6.37045290951154,2.73687221271665,3.57994552898137,5.94709126791449,3.41325432793649,3.85539181136707,6.2673302884896,5.9739114100175,1.5144797913802
"107-27-002 C4D01",4.13323582995807,5.86219556397222,6.68466584052933,4.0820645339258,3.23789950698346,6.03830273558564,3.50592610365838,4.11257925062458,6.58229057195676,5.91213953248349,3.0820645339258
"107-27-002 FUW04",4.22024437996702,6.42288773491998,6.23948895869157,3.35583503471908,3.2187399132465,6.00132350556542,4.47794243946768,2.94079753544023,6.25047061065248,5.81526665335637,1.94079753544023
"107-27-002 FUW12",4.64754211754729,6.33321208520188,6.91749103362249,1.54875900795084,2.75854454797737,6.37237550542371,3.93116064959825,4.7639852837836,6.50809346757806,5.90631101256892,2.54875900795084
"107-27-003 C1D01",4.04992928395116,6.50569031208766,6.03023085226073,2.52878449058965,3.1507083600173,6.13314692951429,3.99201203915366,3.73481131100966,6.20932732469197,6.18829394467586,3.31728038539594
"107-27-003 C1D08",5.23741252860099,6.45317679769185,6.89254079163523,0.971096628141678,3.27638975442027,6.77742357043099,4.81553987224362,5.12583480506223,6.56971192037326,6.6149528179164,2.77845155019928
"107-27-003 C1D15",4.04138845928096,6.24945330416844,6.40007300942165,1.73265576994258,3.54800557218143,6.9263892972509,4.80375380840925,4.22557673844425,6.27537386175034,6.22450886627226,2.54001069200019
"107-27-003 C1D22",3.33389774900322,5.8123582112983,5.97109988854055,0.887608745438212,2.77043055978065,6.43318653287246,3.59128584956779,3.84489100718518,5.95127406147783,5.73560565199316,0.150643151272005
"107-27-003 C2D01",4.23149051674665,6.6411811361694,6.28421717993957,2.67047390069794,3.21842596395618,6.43709121234884,4.34088298583903,4.19811511844854,6.00911950731367,5.87992726632689,2.9924019955853
"107-27-003 C2D08",4.83061770393994,6.62187113560681,6.56036600459602,0.940762227650268,3.46150970239063,6.63140329002054,4.41757974487211,4.59036623684391,6.32071483308873,6.52572472837142,2.52572472837142
"107-27-003 C2D15",3.99253562713512,6.43061832043657,6.20887215062508,1.37577553063148,3.54640854347529,6.22178011246102,4.06844303463191,3.85287368582492,6.28125316884531,6.20020396604803,1.79081302991032
"107-27-003 C3D01",4.50785608868838,6.00936763413289,6.48261340577842,2.12210586933778,3.38514027517157,6.76329030491151,4.15576508524605,4.63903759527092,6.27982385533225,6.29203087078009,2.60753269650802
"107-27-003 C4D01",4.21859458627927,6.42983971107485,5.93081739931235,0.822680150674462,3.31996451611769,5.28043781881515,4.29775211844092,4.14460824556182,5.81187849271948,5.21499757345322,2.82268015067446
"107-27-003 FUW04",4.31846562631383,6.41100558173497,7.10216648189118,1.58558740798994,3.93807083205124,6.89341276000426,4.32693416606258,4.69264981066636,6.57674315853953,6.52104715579523,2.43358431454489
"107-27-003 FUW12",4.25076173111865,6.44030206389424,6.38900219346543,0.972760474740363,3.2750573399432,6.80139042725656,3.69009483922205,4.64169529411856,6.16593176256723,5.98771081620633,0.387797974019207
"107-27-004 C1D-7",4.43941522986468,6.36419736353969,6.98213839344075,0,3.49897275580681,6.18898940088063,3.98544996201925,4.89764712607401,7.15322721595834,6.1230877837107,3.36820028154723
"107-27-004 C1D01",4.27404243645347,5.23811378205622,6.56435706048313,0,2.73744308562851,7.52088920628983,3.21975208888425,4.37979694329821,5.80995611174505,5.89984526590824,2.54620831129354
"107-27-004 C1D08",3.60301512383916,4.29694835956025,5.99696449467792,2.97682589144908,2.88257522672496,7.4467501879123,2.51720459587396,4.02978014573466,4.63133970412815,4.78418081350668,0.561788392170233
"107-27-004 C1D15",4.32565139115465,5.91343426816743,6.93581629487974,1.74241961769549,3.09499145031426,7.01462400149854,4.18585824448885,5.45956352209342,6.43476192721681,6.03309677859842,2.52002719635905
"107-27-004 C1D22",4.22497703806754,5.94377039434155,6.52136919278792,3.73778313549607,3.58959162818158,7.1803908658601,3.93143665888396,4.71546117796865,6.84470175199191,5.84740762667057,2.6597806234948
"107-27-004 C2D01",3.55803679138947,4.8202641915097,6.24660911407752,2.02778294114913,3.12537685755841,7.65887984847746,2.6982814874284,4.91898722361281,5.45423116391051,5.68313476976168,2.29081734698292
"107-27-004 C2D08",3.44616173773277,5.05908268947119,5.851680636557,1.82609545721916,3.08912986305295,6.74940448379852,3.26596810195255,4.04257516085721,4.86073293946728,4.89648478511056,1.08912986305295
