"","C1D08 log2fc","C1D15 log2fc","C1D22 log2fc","C2D01 log2fc","C2D08 log2fc","C2D15 log2fc","C3D01 log2fc","C4D01 log2fc","FUW04 log2fc","FUW12 log2fc","C1D08 p.value","C1D15 p.value","C1D22 p.value","C2D01 p.value","C2D08 p.value","C2D15 p.value","C3D01 p.value","C4D01 p.value","FUW04 p.value","FUW12 p.value","C1D08 BH.FDR","C1D15 BH.FDR","C1D22 BH.FDR","C2D01 BH.FDR","C2D08 BH.FDR","C2D15 BH.FDR","C3D01 BH.FDR","C4D01 BH.FDR","FUW04 BH.FDR","FUW12 BH.FDR"
"APP",-0.228850226096791,0.190573161458235,0.138030688235326,0.136592150645432,-0.0314645366465742,0.136228406112096,0.108721479678679,0.00653374843002643,-0.160646520113128,0.128279783299259,0.431969234619645,0.331750783569194,0.343731332979684,0.468041326673123,0.862509312005691,0.439140492435036,0.632876255090258,0.967253129713376,0.548843334610061,0.578888522621162,0.851663772031153,0.705905802632194,0.850641391643154,0.985597039484581,0.980338618042941,0.842005457986079,0.976462085782201,0.999422392379728,0.925504671078065,0.827401272231256
"CCL24",-0.321112938267775,0.483823501012364,0.0194285340626587,-0.0648360447193151,0.83570984638877,0.672916203210621,0.591218048627823,0.173952469842508,-0.242985009453693,-0.290756677692987,0.202273673481836,0.497960924869158,0.950891577247289,0.845202186398385,0.148368828199904,0.203631481340689,0.329811238975176,0.664923261497067,0.426935165496701,0.421091648941044,0.829332058865982,0.812235975434996,0.976668746343485,0.992733734566358,0.872198138865918,0.773568032233672,0.976462085782201,0.999422392379728,0.925504671078065,0.76764715439974
"FN1",-0.346841864270707,0.916729445157,0.579328886709728,0.714591247849613,1.05191754409473,0.938168541182837,0.621314558025724,0.354586137812561,-0.418736492672607,-0.900765861475572,0.58438026003343,0.163117228067708,0.287937222368061,0.226833291888467,0.161729828772074,0.178528583224514,0.447227111753339,0.585376649332041,0.512405860950949,0.142718793848752,0.885845518260847,0.573839340980551,0.835609065321038,0.985597039484581,0.872198138865918,0.773568032233672,0.976462085782201,0.999422392379728,0.925504671078065,0.57693161812616
"NOD1",-0.0245705926829004,-0.169540787774278,-0.0105739420692091,0.00533365796555252,-0.202552352182775,-0.1067162994169,-0.0721264950062529,-0.251793397267649,0.00970633103535464,0.00818617940358517,0.928092272860075,0.455251542039512,0.957687551626562,0.985380828397103,0.180127542618374,0.626056678836174,0.713666754047578,0.340408299690704,0.96502536346565,0.974227820296551,0.996263786276887,0.794132466181368,0.976668746343485,0.997247550709708,0.878898182086205,0.925190809977217,0.976462085782201,0.999422392379728,0.984151992291096,0.984665975514014
"NLRC5",0.125217870771153,-0.27109083819638,-0.0522568560001272,0.00694047470256486,-0.0350374093284307,-0.0872872002768968,-0.00068150959610252,0.109926939507008,0.116496365067975,-0.0108770504052969,0.571568443813233,0.146928206267941,0.816210687144803,0.965503394388652,0.852008676944497,0.641729193172189,0.997080115852675,0.398462035067667,0.612550187199906,0.938645073252612,0.885845518260847,0.561420671662962,0.95647049466658,0.997247550709708,0.980338618042941,0.940981148537458,0.999874676446854,0.999422392379728,0.950811994342761,0.971248832652611
"ISG20",0.0106410308756942,-0.158731809120667,-0.20278372746058,-0.205965791928477,0.0484189280901713,-0.115268325686293,-0.106835109311714,-0.135653825246747,0.563884378979866,0.393800758545046,0.939955889170663,0.352524391379286,0.282597572461739,0.191231582632853,0.791634592626755,0.323472102422321,0.345635120791079,0.396528337122422,0.124356158202876,0.109701314586304,0.997011108060841,0.719822489037149,0.835609065321038,0.985597039484581,0.980338618042941,0.831084532616379,0.976462085782201,0.999422392379728,0.855921200397625,0.526951170070531
"IKBKB",0.100003935130002,-0.3809927235133,-0.22952840071019,-0.0967505402940743,0.130356767991795,-0.184717358599213,-0.252502196848936,0.0789216137387029,-0.22252808803358,0.162365293482639,0.735093030187861,0.0889029113670144,0.462882035541065,0.717095978880807,0.554183830331791,0.450503031099387,0.433917233627245,0.727131384396449,0.389370715790446,0.506224890720067,0.938825725477138,0.500110512657439,0.864438880661643,0.985597039484581,0.964187665358425,0.842005457986079,0.976462085782201,0.999422392379728,0.925504671078065,0.791108145691804
"LILRB2",-1.00435240356299,-0.481969334638428,0.0211476561441225,-0.509185404419095,-0.66839090997703,-0.100124887464253,-0.0860593522732938,-0.0771887769208641,-0.180481905363894,0.380895663640292,0.0393188945785728,0.00806582200845223,0.903989503928079,0.0407730656298443,0.0066263914289996,0.441196626433794,0.744905702815513,0.741897550372226,0.506695861166218,0.308649052830531,0.829332058865982,0.373245874658575,0.976668746343485,0.985597039484581,0.830837061267061,0.842005457986079,0.98919956366922,0.999422392379728,0.925504671078065,0.726591555137173
"SOCS1",-0.340480407640558,-0.0668422323915123,-0.171979664719952,-0.082261963612673,-0.130105044430222,-0.16405637066449,-0.341034954202581,-0.478567873505565,-0.0446097906462079,0.157813241157747,0.285001607323811,0.728948940543917,0.300949167238547,0.668597072932166,0.49472403457187,0.479360211020679,0.179516146075308,0.0598300158011961,0.845949406380622,0.644761586758233,0.829332058865982,0.925078700331518,0.835609065321038,0.985597039484581,0.964187665358425,0.858600884296532,0.976462085782201,0.999422392379728,0.954291506392401,0.856655065974554
"FUT7",0.211602317611633,-0.254106549590881,0.0713997373720401,0.246056851720191,0.264676983397824,0.419400166743486,0.162389538057467,0.0367113456698394,0.296287364822406,-0.140273091601254,0.422750154914207,0.329853155277695,0.778465625056799,0.447914203817817,0.521699426408557,0.0461563975936464,0.5191397608748,0.907110237620499,0.40209358372172,0.603770487075694,0.851663772031153,0.705120054508029,0.945518334296455,0.985597039484581,0.964187665358425,0.663003192584927,0.976462085782201,0.999422392379728,0.925504671078065,0.837932783380164
"TLR5",-0.660534854341046,0.10714518720028,-0.148107267136472,-0.542454602832667,-0.367125846519772,0.154655107466104,-0.74260774376633,-0.719811908461042,-0.414066483468027,0.0572493182274376,0.109454890790435,0.753527978553339,0.665817546826494,0.0414419142495944,0.348564453107515,0.602270735768416,0.0510189999264519,0.060541809202104,0.42384602839258,0.901784835286221,0.829332058865982,0.932447146771176,0.939207370264665,0.985597039484581,0.948497502206027,0.904204871206693,0.97228035876662,0.999422392379728,0.925504671078065,0.967070544488417
"KIR_Inhibiting_Subgroup_2",-0.129456841813132,0.26810770810651,0.0330083969286177,-0.301090028113204,0.416010705505707,-0.0258593031123945,-0.396388769931311,0.00741982443607707,0.154345316861653,-0.1898177465246,0.63282428680046,0.107399576735001,0.854583148545464,0.0533312021322943,0.0661737567712479,0.885191305575621,0.0722803078992539,0.967430651732564,0.509348767788444,0.27732838866596,0.89769059230341,0.524035865793194,0.972324260805229,0.985597039484581,0.842910902636484,0.982413103954417,0.97228035876662,0.999422392379728,0.925504671078065,0.695183716926504
"XCR1",0.0891685126708231,0.220648806915908,-0.188371224080467,0.0879109433194688,0.272770440850173,0.528913451352986,0.0509656437064979,-0.0396161693758188,0.512746040754019,0.692005626842364,0.85710574855023,0.635170802399835,0.702700342085634,0.843428030611412,0.508267743654361,0.190581258536253,0.913517518527096,0.940594659283186,0.0841229353883896,0.09254486930755,0.987803618727739,0.895347183190464,0.944505771782568,0.992733734566358,0.964187665358425,0.773568032233672,0.999874676446854,0.999422392379728,0.855921200397625,0.512177538895592
"EOMES",0.400646533991597,-0.00117418629539992,0.179637485113865,0.0375797434825357,0.361160658529471,0.563784731703038,0.218438227491578,-0.352973961619831,0.06335909916726,-1.19899904680381,0.135860052820889,0.99682743091414,0.570649128142185,0.875398012979753,0.113985505484078,0.00518307421066573,0.440380992799455,0.0764110556206216,0.784131598609794,0.00913613646537895,0.829332058865982,0.998591727252041,0.923090332345339,0.997247550709708,0.872198138865918,0.435129141580915,0.976462085782201,0.999422392379728,0.953715103603339,0.367711989104922
"MAP2K4",-0.253565804483777,0.495758366048094,0.0143139135410105,0.0510354592122674,0.559203073130974,0.314466207197108,0.221890388415751,-0.107329185599984,-0.027404192100447,-0.26761393274274,0.378777043995351,0.0377461974300326,0.95186510430122,0.75947767882196,0.0219552609714656,0.106946659031876,0.247932709478734,0.657625448363307,0.878084229725431,0.400782395120948,0.851663772031153,0.423336321463395,0.976668746343485,0.985597039484581,0.830837061267061,0.728961031233773,0.976462085782201,0.999422392379728,0.956043086371447,0.763780591375274
"LTF",-0.886386547521173,1.01338764006022,0.162174866165827,0.720357237423383,0.332077264333559,1.19227154281838,0.364214733309099,-0.0632743548781348,0.410500927620953,0.365637483051973,0.170899308596187,0.046109574738039,0.71216892538136,0.0405279445965824,0.288451616754666,0.00940957840753608,0.304932372349596,0.890968586207317,0.437877711256196,0.365877832617632,0.829332058865982,0.442339310198815,0.945518334296455,0.985597039484581,0.933345290290352,0.591757930962825,0.976462085782201,0.999422392379728,0.925504671078065,0.756906731024548
"ANP32B",-0.12217665230213,0.0595935742154141,-0.02904280257687,0.0126616316015828,-0.0358333089087991,-0.064049746966494,-0.187888406363502,-0.0580871838807103,-0.152627089738205,0.0307669033454721,0.476756761213726,0.570377986003358,0.75985291483032,0.916405241845298,0.738598089122778,0.608849729533538,0.208910904424567,0.663541821848473,0.33465426245692,0.795658778744691,0.853667135406807,0.848938480072526,0.945518334296455,0.997247550709708,0.973051192733901,0.907128307868529,0.976462085782201,0.999422392379728,0.91223034798254,0.938116273227929
"IL2RB",-0.00210465568213571,-0.0251524170211957,-0.101684741316474,-0.0543415360995414,0.17183031630495,-0.172109520000045,-0.328035423431248,-0.316086871759692,-0.262917767936658,-0.13031518348712,0.993015404729959,0.873262219168833,0.507180107070471,0.705508557123359,0.312523409933514,0.345139752101935,0.138067472825903,0.115470442893979,0.095282549577902,0.488842499730482,0.997011108060841,0.965364093846796,0.911314097148846,0.985597039484581,0.936318007262182,0.840484054648286,0.97228035876662,0.999422392379728,0.855921200397625,0.781595635162296
"PYCARD",-0.537937086824284,-0.108662294398145,0.0543172075820705,-0.117933255414456,-0.272049094364515,0.0400606547552653,-0.0640084479228973,0.206325392627088,0.389083696607032,-0.0814603337614009,0.206014458495674,0.733514547449972,0.746839269889411,0.669102658345445,0.282080226965772,0.879334384491437,0.816288447423224,0.632710227344204,0.130533925957189,0.895124931745699,0.829332058865982,0.926529475717209,0.945518334296455,0.985597039484581,0.933345290290352,0.982413103954417,0.999874676446854,0.999422392379728,0.855921200397625,0.967070544488417
"CD37",-0.132265420815946,-0.234556359369144,0.0421073673905774,0.0240641839779232,0.0147085586803682,-0.00338623124632913,-0.0803259236547333,0.165980048528984,0.175926976876436,0.22220145629483,0.252941237157544,0.1024745484251,0.706713641838927,0.73741283825918,0.891685771940238,0.971965395831031,0.49106492818001,0.325495909657731,0.0991380034954832,0.0776735235251002,0.829332058865982,0.508777143935146,0.944505771782568,0.985597039484581,0.980338618042941,0.991595076299428,0.976462085782201,0.999422392379728,0.855921200397625,0.512177538895592
"LAMP1",-0.14292962337352,0.117965485940991,0.0624663278223228,0.0636981859647212,0.0666732106807112,0.0884385132567445,-0.00804902896585226,0.00983978894145752,0.0278424144205709,0.11432022403616,0.358476944763817,0.268075154633237,0.384286066246874,0.433709800126531,0.54223028951424,0.332272128774014,0.947426587453963,0.890412665961125,0.80596508045039,0.214075924303827,0.851663772031153,0.681006310565548,0.850641391643154,0.985597039484581,0.964187665358425,0.840484054648286,0.999874676446854,0.999422392379728,0.954291506392401,0.648584024125592
"KLRF1",-0.626379529956198,-0.0427838251772145,-0.33307156149691,-0.340816076923942,-0.019527916120334,-0.278224295937031,-0.454432957026287,-0.186371249876494,-0.0276422522622661,-0.0386101490765789,0.18542325385123,0.837025701428242,0.167155037182617,0.201392110429752,0.933905207721399,0.268594350658893,0.173449243810332,0.465486665246357,0.944882481463656,0.792777767585007,0.829332058865982,0.958119260800199,0.835609065321038,0.985597039484581,0.988019341252919,0.787691204522972,0.976462085782201,0.999422392379728,0.976947325728563,0.938116273227929
"CD59",-0.00398489458224782,-0.215512792201155,-0.271717322511937,-0.119919860133423,-0.0432323342568481,-0.119771222551738,-0.175416467551847,-0.237593891781814,-0.130256331061398,-0.0568990321852502,0.983165847506413,0.119294866830255,0.0728428711392245,0.533640936817376,0.767828053284796,0.384221135782502,0.0878588946905777,0.018084695072723,0.530457673013333,0.686415955653883,0.997011108060841,0.540034388787457,0.827091246397003,0.985597039484581,0.980338618042941,0.840484054648286,0.97228035876662,0.999422392379728,0.925504671078065,0.880891861452523
"CXCR1",0.752758135861249,0.54539702049386,0.0907706619910573,0.591300970213215,0.758096625120715,0.493341978713778,0.00282440839656662,0.123239192020096,0.676064217819248,0.405245526560377,0.0315775879007464,0.130614609089492,0.753515328286062,0.167814758177334,0.0258550534885805,0.01699052414384,0.992215057142561,0.717072976237968,0.0992751632857411,0.206796271722116,0.829332058865982,0.543101140213548,0.945518334296455,0.985597039484581,0.830837061267061,0.663003192584927,0.999874676446854,0.999422392379728,0.855921200397625,0.648584024125592
"TBK1",-0.300875867745496,0.106506258286031,0.0982768705879707,-0.0977970197741829,-0.0805900469688294,0.0136574239742846,-0.0445819201350819,0.0318491583538578,0.0667020733738989,0.0355256866802977,0.0453575602915257,0.380132625234524,0.304378746625858,0.331704002899078,0.381735475735272,0.901221672348052,0.539271516093028,0.730258900209509,0.545836368642713,0.773776967735916,0.829332058865982,0.731819951982111,0.835609065321038,0.985597039484581,0.948722476362504,0.982413103954417,0.976462085782201,0.999422392379728,0.925504671078065,0.932648714894777
"BMI1",0.0654293394930499,0.029216494722903,0.138173964841426,0.101156401463424,0.0749026405923832,0.081166124298272,-0.00337421426124364,-0.0364038527254052,-0.0220376499853947,0.00457810275090913,0.504768235188402,0.777623068398034,0.203679468519491,0.35198604448312,0.544686796952036,0.395777665685047,0.980371193010549,0.795785178171741,0.8641869596821,0.973174553516499,0.853667135406807,0.94449497148774,0.835609065321038,0.985597039484581,0.964187665358425,0.840484054648286,0.999874676446854,0.999422392379728,0.954291506392401,0.984665975514014
"TXK",0.270739153606501,-0.214197315642154,-0.417036486133522,-0.0349658650934795,-0.0703825043968475,-0.306165845046352,-0.208575131442899,-0.206223831929146,-0.0854423908043049,0.0696913634665605,0.203716621816016,0.323403697095498,0.0844916062808768,0.86219559606917,0.724966900248611,0.183996326746458,0.135224181500573,0.118135108106153,0.814962868951625,0.738349609381555,0.829332058865982,0.705120054508029,0.827091246397003,0.997247550709708,0.973051192733901,0.773568032233672,0.97228035876662,0.999422392379728,0.954291506392401,0.918474459142769
"SERPINB2",-0.459616722186828,1.28899735567679,0.402322821414739,0.387991230020903,1.3565739360244,0.422708188227429,0.00698530194388311,-0.862706402777341,-0.882376886661567,-0.852997249921519,0.617654927929172,0.110967785041913,0.624813228137808,0.601198778895084,0.127769535645734,0.554800423044632,0.995577625686341,0.415994124768127,0.32898306900595,0.449210191951499,0.892734152685166,0.532269206217991,0.923090332345339,0.985597039484581,0.872198138865918,0.895764777862619,0.999874676446854,0.999422392379728,0.91223034798254,0.773384168149522
"PPBP",-0.221648429302392,0.578852589576712,-0.104330388543967,0.222488444513602,-0.249068999930121,0.46953854342059,-0.104211121803765,-0.00595985071187952,0.195755050841267,0.159946779817274,0.441724889032581,0.0939103548887579,0.624610830796778,0.389060382193237,0.208447036688255,0.0843842925392461,0.610317513156253,0.977344491671081,0.406425769901993,0.423233081669956,0.851663772031153,0.500110512657439,0.923090332345339,0.985597039484581,0.892386340168133,0.728961031233773,0.976462085782201,0.999422392379728,0.925504671078065,0.76764715439974
"BAX",-0.224764635284547,-0.103472663346983,-0.106109309218764,-0.180537971610427,-0.10018498820662,-0.0626568117440104,-0.179390458085707,-0.0885764339338539,-0.0908221841026036,0.0284915923236588,0.0644989408145313,0.156756870061917,0.0878742958412705,0.105644054422584,0.305872296738312,0.584190496638844,0.1416844891516,0.36155093953565,0.508482071320728,0.786678931393459,0.829332058865982,0.565123493344235,0.827091246397003,0.985597039484581,0.936318007262182,0.895764777862619,0.97228035876662,0.999422392379728,0.925504671078065,0.938116273227929
"STAT4",0.147556424908797,-0.213114840618629,-0.147001096105249,-0.0528947946114094,0.154333642162321,-0.0999203816393604,-0.0337440256907579,-0.110519687728621,-0.0739941717880824,-0.351166739093406,0.445078496430686,0.0839226298263308,0.341032876424783,0.551753216280816,0.234205924171378,0.413805720766202,0.78293083580039,0.193053421438839,0.513398061682245,0.0358593788027435,0.851663772031153,0.500110512657439,0.850641391643154,0.985597039484581,0.914210710903449,0.840484054648286,0.993584872338611,0.999422392379728,0.925504671078065,0.445676156456789
"CD28",0.262205937619025,-0.178794007968054,0.183350599516546,0.196220432702989,0.228247054188998,0.178858848177122,0.182576400016711,-0.0135020270240082,0.0985248196422726,0.180468370212997,0.419845958133846,0.282426081706211,0.189344275472861,0.130102664806586,0.198683458633477,0.185828292863929,0.221522083844029,0.953364144572958,0.605760995401509,0.430810960442012,0.851663772031153,0.681006310565548,0.835609065321038,0.985597039484581,0.880215769603307,0.773568032233672,0.976462085782201,0.999422392379728,0.950374129462043,0.770048525327359
"TYK2",-0.313767465431652,-0.145995270432555,-0.123719417939306,-0.0770921795072644,-0.196652514421138,-0.113153315977204,-0.0975446385472935,-0.0848018911726949,-0.0398025479297604,0.0274260235633456,0.00409916516841384,0.0674635736793526,0.206046425079832,0.382584065248156,0.122663814195665,0.245947580032468,0.209469612038738,0.299528421486393,0.727037418667186,0.814825189691025,0.829332058865982,0.464637023909833,0.835609065321038,0.985597039484581,0.872198138865918,0.780638141015558,0.976462085782201,0.999422392379728,0.951009965507351,0.939247624853164
"LILRB3",-0.417081654538365,0.103468095461732,0.18631193445279,0.0367079441441397,-0.104440810217076,0.202482108536733,0.357684632020518,0.338402660775122,0.467066619086597,0.300356706997016,0.40362217674179,0.61473104037898,0.534668508188121,0.911281536557812,0.683759159319783,0.35284856210191,0.173038363368984,0.164065175095985,0.141606841561876,0.380214792575287,0.851663772031153,0.888642264141907,0.923090332345339,0.997247550709708,0.969944070614028,0.840484054648286,0.976462085782201,0.999422392379728,0.855921200397625,0.762418726513121
"CXCL10",-0.42840951479819,-0.490191640489756,-0.0471117360240239,-0.452983889662305,-0.277126371653244,-0.174256010910674,-0.340084167108693,-0.0260889797732143,0.774556775608476,0.674762845986361,0.258764036414959,0.189830324622902,0.876076172096496,0.0686967345530243,0.428603090682402,0.53688286082723,0.31196053548175,0.900827006302783,0.351972911543115,0.469646771721393,0.829332058865982,0.610477066685014,0.972324260805229,0.985597039484581,0.964187665358425,0.895764777862619,0.976462085782201,0.999422392379728,0.913542292275883,0.781279044512883
"CCR1",-0.416969660673379,0.588493188622657,0.559728947672199,0.244295081002104,0.333451444758767,0.621835638488764,-0.0491716987999487,-0.0249510723020623,0.174063290009802,0.0728904411154205,0.354552156408411,0.122320371642346,0.0832009387925133,0.228140874801916,0.320405923519516,0.0480267330317703,0.902320754793526,0.933141055339926,0.632425639642138,0.872315262580075,0.851663772031153,0.540034388787457,0.827091246397003,0.985597039484581,0.936677785878165,0.663003192584927,0.999874676446854,0.999422392379728,0.951009965507351,0.963409817419677
"ITGA6",-0.12639829776209,-0.493466881266634,-0.294466947040964,-0.41267819345109,-0.151476871848097,-0.296778465505734,-0.115374695467698,-0.193843640863225,-0.190660187076074,0.160872468198675,0.676762321333037,0.0567048203221955,0.299391962784247,0.101237926858141,0.543922775903981,0.215928965337588,0.667951217813586,0.410968711564488,0.478533321192513,0.476671670550804,0.922832292103859,0.457275604243889,0.835609065321038,0.985597039484581,0.964187665358425,0.773568032233672,0.976462085782201,0.999422392379728,0.925504671078065,0.781279044512883
"MEFV",-0.626304297904384,0.126106814296485,0.153951445263477,0.292397527427357,-0.0119310823914587,0.456031876340727,0.262139833294,0.400538329231958,0.939020870861882,1.06637808826704,0.0892698279055843,0.771343700598809,0.591750408487727,0.39440828590426,0.958809200393624,0.103081248320785,0.411368977154663,0.387671259679187,0.0566789701802516,0.0408112613632714,0.829332058865982,0.94090632443734,0.923090332345339,0.985597039484581,0.991838667862059,0.728961031233773,0.976462085782201,0.999422392379728,0.855921200397625,0.46085469644032
"MSR1",-0.522682095380021,0.326177546593951,0.391239294787609,0.128307299889175,0.505282563732016,0.512343476558193,0.370288310479585,0.0273725069269855,-0.470437548879811,-0.824146654989459,0.262640351244921,0.347596884698101,0.3967066024949,0.785864711563942,0.333096577386174,0.258952324753465,0.519602187798403,0.957247565917515,0.363607421444131,0.11034114941503,0.829332058865982,0.719822489037149,0.850641391643154,0.985597039484581,0.936677785878165,0.781768047591363,0.976462085782201,0.999422392379728,0.92081011699302,0.526951170070531
"ITGB3",0.018052808639299,0.31401462896864,-0.231413394415481,0.165830729030633,-0.0230883468911816,0.576201033276238,-0.0737867442674244,0.0382735187882004,0.408292191679838,0.0691057727744395,0.961511982021157,0.44171843442537,0.349994319614807,0.60030404326501,0.939362256194702,0.0447427182557116,0.724679282433493,0.861411695885866,0.179804648589866,0.793296053518428,0.997011108060841,0.791243907010647,0.850641391643154,0.985597039484581,0.988250998152791,0.663003192584927,0.980401514431503,0.999422392379728,0.857159173798042,0.938116273227929
"RIPK2",-0.451611531044265,0.584290418190468,0.328238050057203,0.0904410914754676,0.0634074836100973,0.141344757407319,0.0930555859991454,0.244122071707064,0.419833450758285,0.834487258370863,0.318950633845303,0.0203165847607834,0.177695987294947,0.71100560049842,0.765839777573795,0.551105940358758,0.751947313207558,0.464831057543298,0.212338970299502,0.0108793942129089,0.851538013002082,0.373245874658575,0.835609065321038,0.985597039484581,0.980338618042941,0.895764777862619,0.989772509942972,0.999422392379728,0.86556571027551,0.367711989104922
"GZMM",0.123525216667253,-0.318397153791933,-0.279509784024183,-0.101924757371264,0.00750526682234605,-0.256083433868812,-0.31935847935624,-0.0545994714458605,0.212305109403888,-0.196667006215806,0.593710322863012,0.133489719238652,0.121528726329657,0.591372613676955,0.968894150847428,0.221017234186714,0.205018581019957,0.790800631277277,0.355977011311614,0.438923660737885,0.885845518260847,0.543562453878252,0.831710950726774,0.985597039484581,0.993088767495453,0.774065052654563,0.976462085782201,0.999422392379728,0.913542292275883,0.771524198688332
"RELA",0.027403475683473,0.277314432190944,0.0916619125521419,0.257140284490227,0.177748465185302,0.185976478251413,0.0730122991372023,-0.0759899851430479,0.242551594942735,0.118087581467882,0.898220999865895,0.0898840436676805,0.570662221619086,0.159578765077905,0.390964626694069,0.315906951370451,0.682420405230075,0.496810687359315,0.122675890010823,0.557159980610387,0.995863139971032,0.500110512657439,0.923090332345339,0.985597039484581,0.948722476362504,0.831084532616379,0.976462085782201,0.999422392379728,0.855921200397625,0.810674933227452
"S100A8",-0.95392694198094,-0.0306304498263531,0.105587963002009,-0.103553236409392,-0.200562881609966,0.0860498049535145,-0.246997583363572,0.0687235426500762,0.489377332118342,0.717879715552406,0.0824116077135462,0.927430611967116,0.6197376959282,0.692545906048811,0.424999318519657,0.748127762550751,0.421377608610579,0.836400801606954,0.198513043667786,0.05657172550345,0.829332058865982,0.97112965294372,0.923090332345339,0.985597039484581,0.964187665358425,0.968244741048395,0.976462085782201,0.999422392379728,0.859315983569939,0.490774208994829
"CSF1R",-0.0219148491774562,0.243939643256916,-0.0937998309666869,0.00665508137577252,-0.543262029366195,0.233145462539596,0.0812105571999543,0.26411919012134,-0.62790338713852,-0.334617813574143,0.947372924561085,0.569673188781461,0.77287501471852,0.985545239153756,0.20162571308057,0.531037700339072,0.865782499919947,0.478355626163783,0.174743481345138,0.421910397505723,0.997011108060841,0.848938480072526,0.945518334296455,0.997247550709708,0.880215769603307,0.894545649975937,0.999874676446854,0.999422392379728,0.855921200397625,0.76764715439974
"CHUK",-0.042312514022148,-0.0238742392921481,-0.0514576037599221,0.0270022838178647,0.0642512009403338,-0.0886332513740996,-0.00103930442642578,0.0667751086788194,0.0946912249437283,0.213651257865035,0.819553823073888,0.851055489462694,0.754333646562657,0.835488749751238,0.707079958772967,0.562703226825641,0.994486444946231,0.589054033682516,0.640942589430655,0.102125574288333,0.961707980451657,0.960294621558572,0.945518334296455,0.992733734566358,0.973051192733901,0.895764777862619,0.999874676446854,0.999422392379728,0.951009965507351,0.512177538895592
"LY86",-0.59974364179493,-0.110269955849918,0.0847588977262013,-0.0100265375308987,-0.0694643933588098,0.0530400710866454,-0.0809762327594164,0.239884881522144,0.134575643900308,0.65029112744068,0.143843987099925,0.785539774401816,0.721601877095806,0.965094815618202,0.798254128636072,0.819178530661503,0.771562641724489,0.39929706409719,0.658966082311151,0.0352353410766215,0.829332058865982,0.945990451726443,0.945518334296455,0.997247550709708,0.980338618042941,0.976450618735228,0.993584872338611,0.999422392379728,0.951009965507351,0.445676156456789
"MYD88",-0.48136394518962,-0.222967283569323,0.0199957768573591,-0.0681543027364281,-0.231866604198695,0.0310729098141014,-0.201806280921084,-0.0554788490118841,0.0273345379294528,0.244015799125463,0.0877799036426469,0.269169818563444,0.869026941139166,0.679950485133541,0.12783078926209,0.795836391088785,0.290343583033871,0.732570244210899,0.902425887337938,0.348161167968484,0.829332058865982,0.681006310565548,0.972324260805229,0.985597039484581,0.872198138865918,0.971967707071112,0.976462085782201,0.999422392379728,0.961907819648348,0.752134431565504
"IFNL1",0.504808048472418,0.620986579494005,0.0990716332157642,0.25339132480963,0.192739172336254,0.408018736581941,0.149474960796298,-0.0307743554809854,0.440992434255839,0.306530069001035,0.0793635435870347,0.22404319706979,0.804948309266354,0.637420601027492,0.657007559106043,0.352343457958551,0.746268928775189,0.94391114249413,0.307265319525381,0.533227583803452,0.829332058865982,0.646981885415821,0.951499330615701,0.985597039484581,0.969910531343762,0.840484054648286,0.98919956366922,0.999422392379728,0.91223034798254,0.799461769098908
"LYN",-0.60469499920117,0.154357378329881,0.163045449358775,0.0178591304716321,-0.106587478877361,0.206433981876188,0.0970171889512147,-0.0256452404300719,-0.0474466607171701,0.170987088844177,0.157874638231971,0.237838657564531,0.208419287655595,0.918630008906983,0.465404410460247,0.1416354799561,0.548408591811716,0.880854075792039,0.737643339744643,0.481211671377733,0.829332058865982,0.669734727271266,0.835609065321038,0.997247550709708,0.964187665358425,0.76166317409536,0.976462085782201,0.999422392379728,0.951009965507351,0.781279044512883
"CXCL3",-0.610542376938099,0.581773539360854,0.16854520856363,0.0596191598918046,0.7155584036912,0.374984054344141,-0.228789723831687,-0.843319932397886,-1.4874044335005,-1.20012591838208,0.444242809212422,0.149095771987548,0.745727862132201,0.902481604984305,0.26358443815166,0.460924087918419,0.715448979535031,0.197664767262685,0.016691601282507,0.0631501495383612,0.851663772031153,0.56218041497205,0.945518334296455,0.997247550709708,0.933345290290352,0.851292660358782,0.976462085782201,0.999422392379728,0.855921200397625,0.502553821523243
"EWSR1",-0.0813104765692689,-0.0107302301379859,0.0299544176163764,0.0413174766867878,0.00464632597125257,0.0423305012884728,-0.0184909997905844,0.0802082126824013,0.0692364230978943,0.136231044510121,0.313325555954341,0.856799971531941,0.628346369440318,0.566083604837415,0.950034516361347,0.550122981408852,0.655767664486634,0.17733437751198,0.141993968451515,0.0359864118945167,0.840568734133767,0.960294621558572,0.923090332345339,0.985597039484581,0.989383091897665,0.895764777862619,0.976462085782201,0.999422392379728,0.855921200397625,0.445676156456789
"CSF1",0.0371073477929861,0.369717084488017,0.0951472565400958,0.256464876024408,0.30187869703069,0.204898202307333,0.0338306303868996,0.0061760765353791,0.209529263353949,0.134386606221515,0.902462431696174,0.349586916543207,0.756510481163195,0.538576887079611,0.389449645306219,0.50438324519914,0.93796397573134,0.987319228285809,0.682538336681114,0.709382704483481,0.995863139971032,0.719822489037149,0.945518334296455,0.985597039484581,0.948722476362504,0.880252101738238,0.999874676446854,0.999422392379728,0.951009965507351,0.896229041825112
